# adt/numeric (p1-laneu) reachable corpus-gap residual — RECORDED, not excepted
# (lanek precedent). Classes eyeballed 2026-07-31: macro-body prodsum! attribution
# displacement (arith/fixed mul kernels — kernels ARE exercised), soft-error
# escontext arms (drivers pass None), rare div_var_int64 carry-adjust cells,
# non-decimal literal sign arms, fc wrapper error arms. file<TAB>line<TAB>note
crates/backend/utils/adt/numeric/src/math.rs	199	
crates/backend/utils/adt/numeric/src/math.rs	200	
crates/backend/utils/adt/numeric/src/math.rs	201	
crates/backend/utils/adt/numeric/src/math.rs	202	
crates/backend/utils/adt/numeric/src/math.rs	204	
crates/backend/utils/adt/numeric/src/math.rs	205	
crates/backend/utils/adt/numeric/src/math.rs	206	
crates/backend/utils/adt/numeric/src/math.rs	207	
crates/backend/utils/adt/numeric/src/math.rs	442	
crates/backend/utils/adt/numeric/src/math.rs	709	
crates/backend/utils/adt/numeric/src/math.rs	830	
crates/backend/utils/adt/numeric/src/math.rs	896	
crates/backend/utils/adt/numeric/src/math.rs	950	
crates/backend/utils/adt/numeric/src/math.rs	951	
crates/backend/utils/adt/numeric/src/math.rs	953	
crates/backend/utils/adt/numeric/src/math.rs	954	
crates/backend/utils/adt/numeric/src/math.rs	955	
crates/backend/utils/adt/numeric/src/math.rs	956	
crates/backend/utils/adt/numeric/src/math.rs	1027	
crates/backend/utils/adt/numeric/src/math.rs	1328	
crates/backend/utils/adt/numeric/src/math.rs	1389	
crates/backend/utils/adt/numeric/src/math.rs	1390	
crates/backend/utils/adt/numeric/src/math.rs	1391	
crates/backend/utils/adt/numeric/src/math.rs	1392	
crates/backend/utils/adt/numeric/src/ops.rs	134	instrument-unmappable `false,` argument line; sibling ereturn line measured (DA=377/121) by the softplane2 armed plane
crates/backend/utils/adt/numeric/src/ops.rs	166	instrument-unmappable `false,` argument line; sibling ereturn line measured (DA=377/121) by the softplane2 armed plane
crates/backend/utils/adt/numeric/src/ops.rs	194	
crates/backend/utils/adt/numeric/src/ops.rs	200	
crates/backend/utils/adt/numeric/src/ops.rs	205	
crates/backend/utils/adt/numeric/src/ops.rs	216	
crates/backend/utils/adt/numeric/src/ops.rs	233	
crates/backend/utils/adt/numeric/src/ops.rs	239	
crates/backend/utils/adt/numeric/src/ops.rs	255	
crates/backend/utils/adt/numeric/src/ops.rs	365	
crates/backend/utils/adt/numeric/src/ops.rs	740	
crates/backend/utils/adt/numeric/src/ops.rs	751	
crates/backend/utils/adt/numeric/src/ops.rs	763	
crates/backend/utils/adt/numeric/src/ops.rs	764	
crates/backend/utils/adt/numeric/src/ops.rs	765	
crates/backend/utils/adt/numeric/src/ops.rs	766	
crates/backend/utils/adt/numeric/src/ops.rs	767	
crates/backend/utils/adt/numeric/src/ops.rs	768	
crates/backend/utils/adt/numeric/src/ops.rs	770	
crates/backend/utils/adt/numeric/src/ops.rs	773	
crates/backend/utils/adt/numeric/src/ops.rs	774	
crates/backend/utils/adt/numeric/src/ops.rs	775	
crates/backend/utils/adt/numeric/src/ops.rs	777	
crates/backend/utils/adt/numeric/src/ops.rs	783	
crates/backend/utils/adt/numeric/src/ops.rs	784	
crates/backend/utils/adt/numeric/src/ops.rs	785	
crates/backend/utils/adt/numeric/src/ops.rs	786	
crates/backend/utils/adt/numeric/src/ops.rs	788	
crates/backend/utils/adt/numeric/src/ops.rs	790	
crates/backend/utils/adt/numeric/src/ops.rs	791	
crates/backend/utils/adt/numeric/src/ops.rs	793	
crates/backend/utils/adt/numeric/src/ops.rs	794	
crates/backend/utils/adt/numeric/src/ops.rs	829	
crates/backend/utils/adt/numeric/src/ops.rs	830	
crates/backend/utils/adt/numeric/src/ops.rs	831	
crates/backend/utils/adt/numeric/src/ops.rs	849	
crates/backend/utils/adt/numeric/src/ops.rs	850	
crates/backend/utils/adt/numeric/src/ops.rs	851	
crates/backend/utils/adt/numeric/src/ops.rs	852	
crates/backend/utils/adt/numeric/src/ops.rs	872	
crates/backend/utils/adt/numeric/src/ops.rs	888	
crates/backend/utils/adt/numeric/src/ops.rs	901	
crates/backend/utils/adt/numeric/src/ops.rs	902	
crates/backend/utils/adt/numeric/src/ops.rs	915	
crates/backend/utils/adt/numeric/src/ops.rs	921	
crates/backend/utils/adt/numeric/src/ops.rs	922	
crates/backend/utils/adt/numeric/src/ops.rs	931	
crates/backend/utils/adt/numeric/src/ops.rs	932	
crates/backend/utils/adt/numeric/src/ops.rs	933	
crates/backend/utils/adt/numeric/src/ops.rs	934	
crates/backend/utils/adt/numeric/src/ops.rs	935	
crates/backend/utils/adt/numeric/src/ops.rs	938	
crates/backend/utils/adt/numeric/src/ops.rs	939	
crates/backend/utils/adt/numeric/src/ops.rs	942	
crates/backend/utils/adt/numeric/src/ops.rs	943	
crates/backend/utils/adt/numeric/src/ops.rs	946	
crates/backend/utils/adt/numeric/src/ops.rs	947	
crates/backend/utils/adt/numeric/src/ops.rs	948	
crates/backend/utils/adt/numeric/src/ops.rs	950	
crates/backend/utils/adt/numeric/src/ops.rs	951	
crates/backend/utils/adt/numeric/src/ops.rs	952	
crates/backend/utils/adt/numeric/src/ops.rs	955	
crates/backend/utils/adt/numeric/src/ops.rs	956	
crates/backend/utils/adt/numeric/src/ops.rs	958	
crates/backend/utils/adt/numeric/src/ops.rs	959	
crates/backend/utils/adt/numeric/src/ops.rs	960	
crates/backend/utils/adt/numeric/src/ops.rs	961	
crates/backend/utils/adt/numeric/src/ops.rs	962	
crates/backend/utils/adt/numeric/src/ops.rs	966	
crates/backend/utils/adt/numeric/src/ops.rs	968	
crates/backend/utils/adt/numeric/src/ops.rs	969	
crates/backend/utils/adt/numeric/src/ops.rs	971	
crates/backend/utils/adt/numeric/src/ops.rs	974	
crates/backend/utils/adt/numeric/src/ops.rs	975	
crates/backend/utils/adt/numeric/src/ops.rs	976	
crates/backend/utils/adt/numeric/src/ops.rs	979	
crates/backend/utils/adt/numeric/src/ops.rs	981	
crates/backend/utils/adt/numeric/src/ops.rs	984	
crates/backend/utils/adt/numeric/src/ops.rs	985	
crates/backend/utils/adt/numeric/src/ops.rs	987	
crates/backend/utils/adt/numeric/src/ops.rs	994	
crates/backend/utils/adt/numeric/src/ops.rs	1033	
crates/backend/utils/adt/numeric/src/ops.rs	1034	
crates/backend/utils/adt/numeric/src/ops.rs	1041	
crates/backend/utils/adt/numeric/src/var.rs	37	
crates/backend/utils/adt/numeric/src/var.rs	418	
crates/backend/utils/adt/numeric/src/var.rs	419	
crates/backend/utils/adt/numeric/src/var.rs	420	
crates/backend/utils/adt/numeric/src/var.rs	421	
crates/backend/utils/adt/numeric/src/var.rs	422	
crates/backend/utils/adt/numeric/src/var.rs	427	
crates/backend/utils/adt/numeric/src/var.rs	428	
crates/backend/utils/adt/numeric/src/var.rs	708	
crates/backend/utils/adt/numeric/src/var.rs	715	
crates/backend/utils/adt/numeric/src/var.rs	716	
crates/backend/utils/adt/numeric/src/var.rs	717	
crates/backend/utils/adt/numeric/src/var.rs	718	
crates/backend/utils/adt/numeric/src/var.rs	719	
crates/backend/utils/adt/numeric/src/var.rs	721	
crates/backend/utils/adt/numeric/src/var.rs	722	
crates/backend/utils/adt/numeric/src/var.rs	725	
crates/backend/utils/adt/numeric/src/var.rs	726	
crates/backend/utils/adt/numeric/src/var.rs	728	
crates/backend/utils/adt/numeric/src/var.rs	729	
crates/backend/utils/adt/numeric/src/var.rs	730	
crates/backend/utils/adt/numeric/src/var.rs	731	
crates/backend/utils/adt/numeric/src/var.rs	732	
crates/backend/utils/adt/numeric/src/var.rs	733	
crates/backend/utils/adt/numeric/src/var.rs	736	
crates/backend/utils/adt/numeric/src/var.rs	739	
crates/backend/utils/adt/numeric/src/var.rs	740	
crates/backend/utils/adt/numeric/src/var.rs	741	
crates/backend/utils/adt/numeric/src/var.rs	742	
crates/backend/utils/adt/numeric/src/var.rs	743	
crates/backend/utils/adt/numeric/src/var.rs	746	
crates/backend/utils/adt/numeric/src/var.rs	747	
crates/backend/utils/adt/numeric/src/var.rs	749	
crates/backend/utils/adt/numeric/src/var.rs	750	
crates/backend/utils/adt/numeric/src/var.rs	751	
crates/backend/utils/adt/numeric/src/var.rs	752	
crates/backend/utils/adt/numeric/src/var.rs	753	
crates/backend/utils/adt/numeric/src/var.rs	754	
crates/backend/utils/adt/numeric/src/var.rs	755	
crates/backend/utils/adt/numeric/src/var.rs	756	
crates/backend/utils/adt/numeric/src/var.rs	758	
crates/backend/utils/adt/numeric/src/var.rs	760	
crates/backend/utils/adt/numeric/src/var.rs	761	
crates/backend/utils/adt/numeric/src/var.rs	765	
