# residual-rows-laneaj.tsv — MACHINE-READABLE residual rows for p1-laneaj
# (adt/numutils; adt/oracle_compat rows appended at its capture). Same columns
# and semantics as proofs/coverage/auto-exceptions.tsv: auto:/instrument-
# unmappable rows are MEASUREMENT NOTES (the instrument emits no mapping for
# the line), NOT semantic adjudications; they never move a line out of any
# denominator.
#
# adt/numutils accounting (capture of record = fleet campaign
# pgrust-fuzz-campaign-1785507523-7bce-55712 lcov @ 1e797c8cd4, 10M execs,
# 0 divergences): 343/406 v2-SLOC fuzz-covered, 63 residual rows below.
# Dominant class = the strtoint! macro_rules! DEFINITION body (47 lines):
# executed by all three instantiations (FNDA>0), llvm-cov maps only 12 body
# lines; i32 core cross-covered by proofs/strtoint (ledger 42 int4in proved).
file	line	class	rule	evidence
crates/backend/utils/adt/numutils/src/lib.rs	261	auto:macro-decl-defn	declaration rows inside macro_rules! definition body (rig-auto-classes: macro-decl-defn)	shape rig-licensed; no DA at line
crates/backend/utils/adt/numutils/src/lib.rs	262	auto:macro-decl-defn	declaration rows inside macro_rules! definition body (rig-auto-classes: macro-decl-defn)	shape rig-licensed; no DA at line
crates/backend/utils/adt/numutils/src/lib.rs	263	auto:macro-decl-defn	declaration rows inside macro_rules! definition body (rig-auto-classes: macro-decl-defn)	shape rig-licensed; no DA at line
crates/backend/utils/adt/numutils/src/lib.rs	267	auto:macro-decl-defn	declaration rows inside macro_rules! definition body (rig-auto-classes: macro-decl-defn)	shape rig-licensed; no DA at line
crates/backend/utils/adt/numutils/src/lib.rs	260	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	269	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	270	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	271	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	272	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	273	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	274	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	275	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	277	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	278	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	285	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	286	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	287	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	292	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	293	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	294	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	295	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	296	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	298	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	299	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	300	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	301	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	305	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	307	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	308	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	309	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	310	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	311	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	312	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	313	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	316	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	317	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	318	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	319	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	321	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	322	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	324	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	327	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	328	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
crates/backend/utils/adt/numutils/src/lib.rs	333	instrument-unmappable:macro-defn-body	executable line inside macro_rules! strtoint! definition body; llvm-cov emits DA for only 12 of the body lines (expansion-region folding), remainder have no mapping in any capture	FNDA>0 for all six generated fns (pg_strtoint16/32/64(_safe)) in campaign lcov (job pgrust-fuzz-campaign-1785507523-7bce-55712, 10M execs, 0 div, all planes); i32 core additionally proof-covered: ledger oid 42 int4in proved(core len<=8 incl SWAR + 0x/0o/0b + underscore) proofs/strtoint -> proof-covered-unmeasured cross-ref, fulltree Kani join converts
