# auto-exceptions.tsv — MECHANICALLY classified instrument-unmappable residual lines.
# Generated by proofs/coverage/auto_exceptions.py; classes licensed by proofs/coverage/rig-auto-classes.py (GREEN required).
# DISTINCT from hand-adjudicated exception rows: an auto: row is a measurement note (the
# instrument emits no mapping for the line), NOT a semantic adjudication. Rows here need
# no PR review to exist, but they never move a line out of any denominator.
file	line	class	rule	evidence
crates/backend/utils/adt/formatting/src/fromchar.rs	228	auto:fmt-cont	bare-argument continuation line of format-family macro invocation (rig-auto-classes: fmt-cont)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:228; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/fromchar.rs	401	auto:call-str-cont	string-literal continuation of plain call arg list (context-evidence class; rig boundary plain-call-str-boundary)	no DA record at crates/backend/utils/adt/formatting/src/fromchar.rs:401; instrumented context within +-10 lines (line table)
crates/backend/utils/adt/formatting/src/num.rs	465	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 465
crates/backend/utils/adt/formatting/src/num_entry.rs	185	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 185
crates/backend/utils/adt/formatting/src/num_entry.rs	248	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 248
crates/backend/utils/adt/formatting/src/num_entry.rs	300	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 300
crates/backend/utils/adt/formatting/src/num_entry.rs	311	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 311
crates/backend/utils/adt/formatting/src/num_entry.rs	347	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 347
crates/backend/utils/adt/formatting/src/num_entry.rs	408	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 408
crates/backend/utils/adt/formatting/src/num_entry.rs	478	auto:let-decl	bare `let x: T;` without initializer (rig-auto-classes: let-decl)	shape rig-verified; line table has no DA at 478
crates/backend/utils/adt/formatting/src/tables.rs	65	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 65
crates/backend/utils/adt/formatting/src/tables.rs	83	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 83
crates/backend/utils/adt/formatting/src/tables.rs	88	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 88
crates/backend/utils/adt/formatting/src/tables.rs	135	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 135
crates/backend/utils/adt/formatting/src/tables.rs	139	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 139
crates/backend/utils/adt/formatting/src/tables.rs	222	auto:brace-table-head	multi-line const/static data binding (brace-initializer head/field rows or `=`-continuation; call/closure-bearing lines excluded; rig-auto-classes: brace-table-head/eq-cont)	shape rig-verified; line table has no DA at 222
crates/backend/utils/adt/formatting/src/tables.rs	224	auto:brace-table-head	multi-line const/static data binding (brace-initializer head/field rows or `=`-continuation; call/closure-bearing lines excluded; rig-auto-classes: brace-table-head/eq-cont)	shape rig-verified; line table has no DA at 224
crates/backend/utils/adt/formatting/src/tables.rs	571	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 571
crates/backend/utils/adt/formatting/src/tables.rs	629	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 629
crates/backend/utils/adt/formatting/src/tables.rs	745	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 745
crates/backend/utils/adt/formatting/src/tables.rs	785	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 785
crates/backend/utils/adt/formatting/src/tables.rs	883	auto:table-head	multi-line const/static bracket-initializer head (rig-auto-classes: table-head)	shape rig-verified; line table has no DA at 883
