function	c2rust_loc	our_loc	verdict	perfect_match	note
RelationGetIndexAttrBitmap	relcache.rs:15008	derived.rs	MATCH	yes	full multi-index bitmap merge own; per-index pulls SEAMED leaf
RelationGetIdentityKeyBitmap	relcache.rs:15260	derived.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
RelationGetExclusionInfo	relcache.rs:15335	(see crate src per audit)	MATCH	yes	per audit table; logic parity vs C/c2rust
RelationBuildPublicationDesc	relcache.rs:15677	derived.rs	SEAMED	no	pg_publication traversal (publication owner) SEAMED leaf
CopyIndexAttOptions	relcache.rs:15892	derived.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
RelationGetIndexAttOptions	relcache.rs:15919	derived.rs	SEAMED	no	index_opclass_options per-attr (opclass owner) SEAMED leaf
errtable	relcache.rs:15978	(error helpers)	MATCH	yes	per audit table; logic parity vs C/c2rust
errtablecol	relcache.rs:15990	(error helpers)	MATCH	yes	per audit table; logic parity vs C/c2rust
errtablecolname	relcache.rs:16012	(error helpers)	MATCH	yes	per audit table; logic parity vs C/c2rust
errtableconstraint	relcache.rs:16021	(error helpers)	MATCH	yes	per audit table; logic parity vs C/c2rust
load_relcache_init_file	relcache.rs:16029	initfile.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
write_relcache_init_file	relcache.rs:16684	initfile.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
write_item	relcache.rs:16956	initfile.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
RelationIdIsInInitFile	relcache.rs:17029	initfile.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
RelationCacheInitFilePreInvalidate	relcache.rs:17040	initfile.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
RelationCacheInitFilePostInvalidate	relcache.rs:17068	initfile.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
RelationCacheInitFileRemove	relcache.rs:17074	initfile.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
RelationCacheInitFileRemoveInDir	relcache.rs:17113	initfile.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
unlink_initfile	relcache.rs:17143	initfile.rs	MATCH	yes	per audit table; logic parity vs C/c2rust
ResOwnerPrintRelCache	relcache.rs:17177	(resowner glue)	MATCH	yes	per audit table; logic parity vs C/c2rust
ResOwnerReleaseRelation	relcache.rs:17184	(resowner glue)	MATCH	yes	per audit table; logic parity vs C/c2rust
