function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
PostmasterIsAliveInternal	pmsignal.rs:293	pmsignal.rs:512	MATCH	yes	reset flag, death-watch read via seam; EAGAIN/EWOULDBLOCK->true; else re-arm+FATAL, false. WIN32 arm out of build config (audit).
PostmasterDeathSignalInit	pmsignal.rs:367	pmsignal.rs:561	MATCH	yes	pqsignal(handler), request_parent_death_signal seam, seed possibly_dead=true.
postmaster_death_handler	(in PostmasterDeathSignalInit path)	pmsignal.rs:471	MATCH	yes	static handler sets postmaster_possibly_dead=true; c2rust folds it into the installer; ported in-crate.
BoolGetDatum	signalfuncs.rs:886	(inlined)	MATCH	yes	c2rust Datum-cast shim (postgres.h macro); inlined at call sites.
DatumGetInt32	signalfuncs.rs:894	(inlined)	MATCH	yes	c2rust Datum-cast shim; inlined at call sites.
DatumGetInt64	signalfuncs.rs:898	(inlined)	MATCH	yes	c2rust Datum-cast shim; inlined at call sites.
pg_signal_backend	signalfuncs.rs:912	signalfuncs.rs:72	MATCH	yes	NULL-proc codes, privilege ladder, HAVE_SETSID kill(-pid,sig); SIGNAL_BACKEND_* 0-4 (audit spot-rederived).
pg_cancel_backend	signalfuncs.rs:1007	signalfuncs.rs:156	MATCH	yes	SIGINT; NOSUPERUSER/NOAUTOVAC/NOPERMISSION errdetail exact; bool==SUCCESS.
pg_wait_until_termination	signalfuncs.rs:1155	signalfuncs.rs:193	MATCH	yes	waittime=100 do/while as loop; kill(pid,0)/ESRCH->true; WaitLatch/ResetLatch; timeout WARNING plural.
pg_terminate_backend	signalfuncs.rs:1261	signalfuncs.rs:273	MATCH	yes	timeout<0->NUMERIC_VALUE_OUT_OF_RANGE; SIGTERM; priv ladder; wait only SUCCESS&&timeout>0.
pg_reload_conf	signalfuncs.rs:1460	signalfuncs.rs:320	MATCH	yes	kill(PostmasterPid,SIGHUP); fail->WARNING+false.
pg_rotate_logfile	signalfuncs.rs:1494	signalfuncs.rs:343	MATCH	yes	!Logging_collector->WARNING+false; else SendPostmasterSignal(PMSIGNAL_ROTATE_LOGFILE)+true.
proc_exit	ipc.rs:76	(none)	MISSING	no	ipc.c owned by backend-storage-ipc-dsm-core, not this unit (audit scope note).
proc_exit_prepare	ipc.rs:131	(none)	MISSING	no	ipc.c owned by dsm-core.
shmem_exit	ipc.rs:189	(none)	MISSING	no	ipc.c owned by dsm-core.
atexit_callback	ipc.rs:269	(none)	MISSING	no	ipc.c owned by dsm-core.
on_proc_exit	ipc.rs:273	(none)	MISSING	no	ipc.c owned by dsm-core.
before_shmem_exit	ipc.rs:325	(none)	MISSING	no	ipc.c owned by dsm-core.
on_shmem_exit	ipc.rs:378	(none)	MISSING	no	ipc.c owned by dsm-core; consumed here via backend_storage_ipc_seams::on_shmem_exit.
cancel_before_shmem_exit	ipc.rs:431	(none)	MISSING	no	ipc.c owned by dsm-core.
on_exit_reset	ipc.rs:477	(none)	MISSING	no	ipc.c owned by dsm-core.
check_on_shmem_exit_lists_are_empty	ipc.rs:484	(none)	MISSING	no	ipc.c owned by dsm-core.
RequestAddinShmemSpace	ipci.rs:198	(none)	MISSING	no	ipci.c owned by separate backend-storage-ipc-ipci unit (audit scope note).
CalculateShmemSize	ipci.rs:231	(none)	MISSING	no	ipci.c owned by ipci unit.
CreateSharedMemoryAndSemaphores	ipci.rs:293	(none)	MISSING	no	ipci.c owned by ipci unit.
CreateOrAttachShmemStructs	ipci.rs:336	(none)	MISSING	no	ipci.c owned by ipci unit.
InitializeShmemGUCs	ipci.rs:381	(none)	MISSING	no	ipci.c owned by ipci unit.
