function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
FinishPreparedTransaction	twophase.rs:4709	lib.rs:1300	MATCH	yes	ordering critical-path preserved (audit Findings #2/#3 fixed: real droppedstats/invalmsgs/dbinfo/MyXactFlags threaded)
ProcessRecords	twophase.rs:4938	lib.rs:1153	MATCH	yes	END break, callbacks[rmid], MAXALIGN advance; dispatches ported rmgr tables directly
RemoveTwoPhaseFile	twophase.rs:4977	lib.rs:2327 (seam_remove_twophase_file)	MATCH	yes	path-format in-crate; unlink delegated to fd_seams::unlink_file; missing WARNING only when give_warning
RecreateTwoPhaseFile	twophase.rs:5014	lib.rs:1106 (+ seam_recreate_twophase_file lib.rs:2278)	MATCH	yes	CRC computed in-crate; raw open(O_CREAT|O_TRUNC|O_WRONLY)+write+write(crc)+pg_fsync+close delegated to fd.c
CheckPointTwoPhase	twophase.rs:5208	lib.rs:1974	MATCH	yes	(valid|inredo)&&!ondisk&&end_lsn<=horizon, recreate, ondisk=true; dir fsync via seam_fsync_twophase_dir->fd::fsync_fname
restoreTwoPhaseData	twophase.rs:5282	lib.rs:1785 (+ seam_scan_twophase_dir lib.rs:2346)	MATCH	yes	dir scan via fd with_allocated_dir; 16-hex filter + from_str_radix(.,16) in-crate; ProcessTwoPhaseBuffer + PrepareRedoAdd
PrescanPreparedTransactions	twophase.rs:5339	lib.rs:1817	MATCH	yes	audit Finding #1 fixed: faithful unconditional i+=1 per entry (no reprocess of swap-removed slot)
StandbyRecoverPreparedTransactions	twophase.rs:5414	lib.rs:1859	MATCH	yes	audit Finding #1 fixed
RecoverPreparedTransactions	twophase.rs:5447	lib.rs:1887	MATCH	yes	audit Finding #1 fixed; recover-in-place, lock drop around ProcessRecords/StandbyReleaseLockTree
ProcessTwoPhaseBuffer	twophase.rs:5651	lib.rs:1704	MATCH	yes	DidCommit/DidAbort or too-new->remove/redo+None; hdr.xid check; subxid loop set_parent/set_next_xid
RecordTransactionCommitPrepared	twophase.rs:5918	lib.rs:1472	MATCH	yes	audit Finding #2 fixed (real droppedstats/invalmsgs/dbinfo)
RecordTransactionAbortPrepared	twophase.rs:5981	lib.rs:1541	MATCH	yes	audit Finding #2/#3 fixed
PrepareRedoAdd	twophase.rs:6057	lib.rs:1607 (+ seam_twophase_file_exists lib.rs:2370)	MATCH	yes	file-exists probe via fd_seams::access_f_ok; ERROR/WARNING by reachedConsistency; freelist; replorigin_advance
PrepareRedoRemove	twophase.rs:6271	lib.rs:1676	MATCH	yes	find by xid, ondisk->remove file, RemoveGXact
LookupGXact	twophase.rs:6324	lib.rs:2024	MATCH	yes	valid&&gid match, read disk/WAL, origin_lsn+timestamp compare
TwoPhaseTransactionGid	twophase.rs:6378	lib.rs:2072	MATCH	yes	pg_gid_%u_%u; invalid-xid->PROTOCOL_VIOLATION
IsTwoPhaseTransactionGidForSubid	twophase.rs:6432	lib.rs:2083	MATCH	yes	parse subid/xid + reconstruct-and-compare; identical outcome to C sscanf+strcmp on edge cases
LookupGXactBySubid	twophase.rs:6459	lib.rs:2115	MATCH	yes	valid && IsTwoPhaseTransactionGidForSubid
