function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
NIImportOOAffixes	spell.rs:2927	build.rs:675 ni_import_oo_affixes	MATCH	yes	two-pass decls then qsort; AF alias compression; PFX/SFX header vs field; flag-width gating; /-flag extraction
NIImportAffixes	spell.rs:3550	build.rs:843 ni_import_affixes	MATCH	yes	ispell path; old/new-format detection + conflict error; hands off to OOAffixes; s=recoded+4
MergeAffix	spell.rs:3852	build.rs:974 merge_affix	MATCH	yes	empty-side short-circuit; FM_NUM comma join vs concat; appends and returns index
makeCompoundFlags	spell.rs:3913	build.rs:999 make_compound_flags	MATCH	yes	getCompoundAffixFlagValue & FF_COMPOUNDFLAGMASK
mkSPNode	spell.rs:3920	build.rs:1093 mk_sp_node	MATCH	yes	two-pass nchar count then fill; first-slot no-advance; MergeAffix+clearCompoundOnly; final-slot recurse; arena index
NISortDictionary	spell.rs:4053	build.rs:1008 ni_sort_dictionary	MATCH	yes	alias branch (strtol validation) vs non-alias qsort+distinct count+AffixData fill; qsort by word + mkSPNode
mkANode	spell.rs:4289	build.rs:1206 mk_a_node	MATCH	yes	affix-trie via GETCHAR front/back per type; per-slot aff list; first-slot no-advance; final-slot recurse
mkVoidAffix	spell.rs:4442	build.rs:1315 mk_void_affix	MATCH	yes	synthetic isvoid node prepended; counts empty-repl affixes in [start,end); chains prior child
isAffixInUse	spell.rs:4507	build.rs:1366 is_affix_in_use	MATCH	yes	scan AffixData via IsAffixFlagInUse
NISortAffixes	spell.rs:4522	build.rs:1379 ni_sort_affixes	MATCH	yes	empty short-circuit; qsort; firstsuffix discovery; compound uniqueness via strbncmp; mkANode + two mkVoidAffix
FindAffixes	spell.rs:4609	normalize.rs:64 find_affixes	MATCH	yes	single void-node handling; trie binary search GETWCHAR; returns matching slot with naff>0
CheckAffix	spell.rs:4666	normalize.rs:122 check_affix	MATCH	yes	compound-flag gating (4 branches); suffix/prefix find; simple/regis/regex check (regex widen+pg_regexec==Matched)
addToResult	spell.rs:4764	normalize.rs:214 add_to_result	MATCH	yes	forms.len()>=MAX_NORM-1 cap; dedup vs last entry
NormalizeSubWord	spell.rs:4785	normalize.rs:230 normalize_sub_word	MATCH	yes	MAXNORMLEN guard; self-as-normal-form; prefix-only loop; suffix-then-prefix loop with CROSSPRODUCT; empty=NULL
CheckCompoundAffixes	spell.rs:4976	normalize.rs:362 check_compound_affixes	MATCH	yes	null-table->-1; in-place strncmp vs strstr; len/issuffix update; *ptr advance every iter
CopyVar	spell.rs:5030	normalize.rs SplitVar	MATCH	yes	linked list->Vec; CopyVar makedup 0/1 both clone (owned model never aliases)
AddStem	spell.rs:5065	normalize.rs:50 add_stem	MATCH	yes	append stem to SplitVar
SplitToVariants	spell.rs:5078	normalize.rs:404 split_to_variants	MATCH	yes	check_stack_depth; notprobed bitmap; compound-affix epenthesis loop; trie bsearch; head/tail ordering reproduces var->next chain
addNorm	spell.rs:5274	normalize.rs:625 add_norm	MATCH	yes	< MAX_NORM-1 cap; lexeme into caller context
NINormalizeWord	spell.rs:5298	normalize.rs:578 ni_normalize_word	MATCH	yes	base forms then compound variants; nvariant counter; < MAX_NORM cap; empty Vec->seam None (NULL)
