function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
isAssignmentIndirectionExpr	execExpr.rs:9090	execExpr_func_subscript.rs:334 is_assignment_indirection_expr	MATCH	yes	re-derived line-by-line against C + owned model
ExecInitCoerceToDomain	execExpr.rs:9127	execExpr_domain_agg.rs:182 exec_init_coerce_to_domain	SEAMED	no	typcache InitDomainConstraintRef (#58) unported; per-constraint steps blocked
ExecBuildAggTrans	execExpr.rs:9269	execExpr_domain_agg.rs:325 exec_build_agg_trans	PARTIAL	no	common/presorted/single-col paths fully emitted; deserialize + multi-col non-presorted ORDER BY paths panic on nodeAgg ds_fcinfo / execTuples slot-cell model (#113)
ExecBuildAggTransCall	execExpr.rs:9656	execExpr_domain_agg.rs:724 exec_build_agg_trans_call	MATCH	yes	re-derived line-by-line against C + owned model
ExecBuildHash32FromAttrs	execExpr.rs:9729	execExpr_domain_agg.rs:854 exec_build_hash32_from_attrs	MATCH	yes	re-derived line-by-line against C + owned model
ExecBuildHash32Expr	execExpr.rs:9863	execExpr_domain_agg.rs:1007 exec_build_hash32_expr	MATCH	yes	re-derived line-by-line against C + owned model
ExecBuildGroupingEqual	execExpr.rs:10032	execExpr_domain_agg.rs:1157 exec_build_grouping_equal	MATCH	yes	re-derived line-by-line against C + owned model
ExecBuildParamSetEqual	execExpr.rs:10214	execExpr_domain_agg.rs:1259 exec_build_param_set_equal	MATCH	yes	re-derived line-by-line against C + owned model
ExecInitJsonExpr	execExpr.rs:10369	execExpr_json.rs:51 exec_init_json_expr	SEAMED	no	JsonExprState/JsonPathVariable/ErrorSaveContext runtime-state types not modeled; lsyscache seams
ExecInitJsonCoercion	execExpr.rs:10676	execExpr_json.rs:203 exec_init_json_coercion	SEAMED	no	JsonExprState escontext + lsyscache seams unported
