function	c2rust_loc	our_loc	verdict	perfect_match	note
QTN2QT	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:363	util.rs `qtn2qt`	MATCH	yes	cntsize; `TSQUERY_TOO_BIG` → ERRCODE_PROGRAM_LIMIT_EXCEEDED "tsquery is too large"; COMPUTESIZE; SET_VARSIZE; size=nnode; fill; encode. Result `Vec<u8>` is the owned datum.
QTNCopy	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:396	`QTNode::clone_in`	MATCH	yes	deep copy; `flags
QTNClearFlags	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_util.rs:434	util.rs `QTNClearFlags`	MATCH	yes	`flags &= ~flags`; recurse unless QI_VAL. See note 1 (dropped stack check — benign).
maketree	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_cleanup.rs:33	cleanup.rs `maketree`	MATCH	yes	`right=in+1`; if `oper!=OP_NOT` `left=in+left`; index-based over the decoded array.
plainnode	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_cleanup.rs:62	cleanup.rs `plainnode`	MATCH	yes	grow-on-`cur==len`; copy valnode; QI_VAL → cur++; OP_NOT → `left=1`, cur++, recurse right; else cur++, recurse right, `ptr[cur0].left=cur-cur0`, recurse left; node consumed (pfree).
plaintree	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_cleanup.rs:97	cleanup.rs `plaintree`	MATCH	yes	only build when root is VAL/OPR; else empty (NULL); returns `(ptr, len)`.
freetree	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_cleanup.rs:115	cleanup.rs `freetree`	MATCH	yes	recurse left/right then drop; `check_stack_depth` preserved.
clean_NOT_intree	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_cleanup.rs:136	cleanup.rs `clean_NOT_intree`	MATCH	yes	QI_VAL passthrough; OP_NOT → freetree+NULL; OP_OR short-circuit (on left==NULL, restores original right so freetree frees it, matching C); AND/PHRASE collapse rules (both/left/right NULL).
clean_NOT	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_cleanup.rs:190	cleanup.rs `clean_NOT`	MATCH	yes	maketree → clean_NOT_intree → plaintree.
clean_stopword_intree	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_cleanup.rs:238	cleanup.rs `clean_stopword_intree`	MATCH	yes	`*ladd=*radd=0`; QI_VAL passthrough; QI_VALSTOP → NULL; OP_NOT propagate child distances; operator branch: recurse both, ndistance for phrase, the four collapse cases with exact ladd/radd phrase-distance arithmetic and `Max(lladd,rladd)` for non-phrase both-null.
calcstrlen	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_cleanup.rs:363	cleanup.rs `calcstrlen`	MATCH	yes	QI_VAL → length+1; OPR → right (+ left unless OP_NOT).
cleanup_tsquery_stopwords	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_cleanup.rs:387	cleanup.rs `cleanup_tsquery_stopwords`	MATCH	yes	size==0 → return input copy; clean_stopword_intree(maketree); NULL → NOTICE (when noisy) + empty HDRSIZETQ datum; else calcstrlen/plaintree/COMPUTESIZE, build datum, relocate operands rewriting distances. NOTICE message + ERRCODE path verified.
findeq	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_rewrite.rs:34	rewrite.rs `findeq`	MATCH	yes	signature/type/NOCHANGE guards; OPR same-oper; equal-nchild QTNEq replace; subset match (sorted one-pass, `matched[]`, nmatched==ex.nchild → collapse + insert subs copy w/ NOCHANGE + QTNSort); QI_VAL valcrc-then-QTNEq replace. `*isfind` set on every replacement.
dofindsubquery	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_rewrite.rs:205	rewrite.rs `dofindsubquery`	MATCH	yes	stack + interrupt checks (tcop seams); findeq at node; if !NOCHANGE && OPR recurse children dropping NULLs; nchild==0 → NULL; nchild==1 && !OP_NOT → promote sole child.
findsubquery	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_rewrite.rs:266	rewrite.rs `findsubquery`	MATCH	yes	dofindsubquery + optional `*isfind`.
tsquery_rewrite_query	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_rewrite.rs:279	rewrite.rs `tsquery_rewrite_query`	MATCH	yes	size==0 → copy; QT2QTN/Ternary/Sort; SPI execution via `backend-executor-spi-seams::tsquery_rewrite_run`; type check `natts==2 && both==TSQUERYOID` else ERRCODE_INVALID_PARAMETER_VALUE; batch/row loop with isnull handling, per-pair QT2QTN/Ternary/Sort/findsubquery + QTNClearFlags(NOCHANGE)/Ternary/Sort re-prep; tree==NULL → empty datum else QTNBinary/QTN2QT.
tsquery_rewrite	../pgrust/c2rust-runs/backend-utils-adt-ts-small/src/tsquery_rewrite.rs:409	rewrite.rs `tsquery_rewrite`	MATCH	yes	size==0 on query OR ex → copy; QT2QTN/Ternary/Sort on query+ex; subs iff subst.size; findsubquery; NULL → empty datum else QTNBinary/QTN2QT.
