function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
logicalrep_worker_cleanup	launcher.rs:4530	lib.rs (logicalrep_worker_cleanup)	MATCH	yes	zeroes slot
logicalrep_launcher_onexit	launcher.rs:4541	lib.rs (logicalrep_launcher_onexit)	MATCH	yes	matches C
logicalrep_worker_onexit	launcher.rs:4547	lib.rs (logicalrep_worker_onexit)	MATCH	yes	matches C
logicalrep_sync_worker_count	launcher.rs:4566	lib.rs (logicalrep_sync_worker_count)	MATCH	yes	matches C
logicalrep_pa_worker_count	launcher.rs:4587	lib.rs (logicalrep_pa_worker_count)	MATCH	yes	matches C
ApplyLauncherShmemSize	launcher.rs:4607	lib.rs (ApplyLauncherShmemSize)	MATCH	yes	16 + n*128 MAXALIGN
ApplyLauncherRegister	launcher.rs:4623	lib.rs (ApplyLauncherRegister)	MATCH	yes	guarded by max_logical_replication_workers==0 || is_binary_upgrade
ApplyLauncherShmemInit	launcher.rs:4674	lib.rs (ApplyLauncherShmemInit)	MATCH	yes	inits slot array; last_start_dsa/dsh INVALID
logicalrep_launcher_attach_dshmem	launcher.rs:4706	lib.rs (logicalrep_launcher_attach_dshmem)	MATCH	yes	reconciled to real DsaArea/DshashTable; dsa_create/pin; dshash_create; publishes handles
ApplyLauncherSetWorkerStartTime	launcher.rs:4748	lib.rs (ApplyLauncherSetWorkerStartTime)	MATCH	yes	dshash_find_or_insert -> guard; write last_start_time; guard.release()
ApplyLauncherGetWorkerStartTime	launcher.rs:4765	lib.rs (ApplyLauncherGetWorkerStartTime)	MATCH	yes	dshash_find; None->0; else read+release
ApplyLauncherForgetWorkerStartTime	launcher.rs:4784	lib.rs (ApplyLauncherForgetWorkerStartTime)	MATCH	yes	dshash_delete_key; result discarded
AtEOXact_ApplyLauncher	launcher.rs:4789	lib.rs (AtEOXact_ApplyLauncher)	MATCH	yes	installed into inward seam at_eoxact_apply_launcher (void)
ApplyLauncherWakeupAtCommit	launcher.rs:4798	lib.rs (ApplyLauncherWakeupAtCommit)	MATCH	yes	matches C
ApplyLauncherWakeup	launcher.rs:4803	lib.rs (ApplyLauncherWakeup)	MATCH	yes	pg_kill(launcher_pid, SIGUSR1)
ApplyLauncherMain	launcher.rs:4809	lib.rs (ApplyLauncherMain)	MATCH	yes	supervisor loop; signal handlers; bgworker connection; naptime
IsLogicalLauncher	launcher.rs:4978	lib.rs (IsLogicalLauncher)	MATCH	yes	matches C
GetLeaderApplyWorkerPid	launcher.rs:4982	lib.rs (GetLeaderApplyWorkerPid)	MATCH	yes	matches C
pg_stat_get_subscription	launcher.rs:5011	lib.rs:1359	SEAMED	no	SRF; funcapi srf_arg0_oid/cstring_get_text_datum trimmed fmgr plumbing
