function	c2rust_loc	our_loc	verdict	perfect_match	note
CopyCachedPlan	plancache.rs:4156	lib.rs:1296	MATCH	yes	oneshot->elog; new contexts; deep copies; flags reset; gplan=NULL
CachedPlanIsValid	plancache.rs:4287	lib.rs:1441	MATCH	yes	returns is_valid
CachedPlanGetTargetList	plancache.rs:4293	lib.rs:1453	MATCH	yes	resultDesc==NULL->NIL; Revalidate; primary stmt; FetchStatementTargetList
GetCachedExpression	plancache.rs:4306	lib.rs:1479	MATCH	yes	expression_planner_with_deps; copyObject; reparent under CacheMemoryContext
FreeCachedExpression	plancache.rs:4345	lib.rs:1517	MATCH	yes	unlink; MemoryContextDelete; registry removal models free
QueryListGetPrimaryStmt	plancache.rs:4349	lib.rs:1534	MATCH	yes	first canSetTag Query else NULL
AcquireExecutorLocks	plancache.rs:4371	lib.rs:1548	MATCH	yes	utility->UtilityContainsQuery+ScanQueryForLocks; rtable RTE_RELATION/SUBQUERY lock
AcquirePlannerLocks	plancache.rs:4427	lib.rs:1581	MATCH	yes	utility->UtilityContainsQuery+ScanQueryForLocks; else ScanQueryForLocks
ScanQueryForLocks	plancache.rs:4455	lib.rs:1602	MATCH	yes	rtable switch; cteList recurse; hasSubLinks->walker recursion
ScanQueryWalker	plancache.rs:4524	lib.rs:1647	SEAMED	no	opaque-tree walk delegated to walk_query_sublinks_for_locks; recursion+locking stay in-crate
PlanCacheComputeResultDesc	plancache.rs:4546	lib.rs:1656	MATCH	yes	ChoosePortalStrategy switch over targetList/returningList/UtilityTupleDescriptor/NULL
PlanCacheRelCallback	plancache.rs:4567	lib.rs:1689	MATCH	yes	saved iter; dep check; invalidate src+gplan; gplan stmt scan; expressions
PlanCacheObjectCallback	plancache.rs:4652	lib.rs:1776	MATCH	yes	invalItems scan; nested two-level break via labeled loop; expressions invalItems
PlanCacheSysCallback	plancache.rs:4793	lib.rs:1867	MATCH	yes	ResetPlanCache()
ResetPlanCache	plancache.rs:4801	lib.rs:1876	MATCH	yes	saved iter; skip invalid/no-reval; invalidate src+gplan; invalidate all expressions
ReleaseAllPlanCacheRefsInOwner	plancache.rs:4832	lib.rs:1918	MATCH	yes	ResourceOwnerReleaseAllOfKind modeled by release_all_plan_refs->ReleaseCachedPlan
ResOwnerReleaseCachedPlan	plancache.rs:4835	lib.rs:1933	MATCH	yes	ReleaseCachedPlan(plan,NULL)
run_static_initializers	plancache.rs:4841	(planref_resowner_desc in resowner owner)	MATCH	yes	c2rust static-init for planref_resowner_desc; descriptor registration is resowner's job
