function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
ExecMergeMatched	nodeModifyTable.rs (C:3057)	crates/backend-executor-nodeModifyTable/src/merge_matched.rs:111	MATCH	yes	matched-action core reads owned ri_MergeActions/ri_MergeJoinCondition/ri_RowIdAttNo/ri_WithCheckOptions/ri_projectReturning in-crate; all TM_Result arms + RETURNING; foreign primitives via real owner seams; mt_merge_action restored. SQLSTATEs 21000/27000/40001.
ExecMergeNotMatched	nodeModifyTable.rs (C:3597)	crates/backend-executor-nodeModifyTable/src/merge.rs:76	MATCH	yes	in-crate action loop over owned ri_MergeActions[NOT_MATCHED_BY_TARGET]; CMD_INSERT arm restores mt_merge_action before ExecInsert.
ExecInitMerge	nodeModifyTable.rs (C:3680)	crates/backend-executor-nodeModifyTable/src/merge.rs:245	MATCH	yes	per-action commandType switch, mt_merge_subcommands accumulation, partitioned-vs-inherited CMD_INSERT init, ExecCheckPlanOutput, makeNode(MergeActionState), ri_MergeActions append in-crate; only leaf primitives seamed.
ExecInitMergeTupleSlots	nodeModifyTable.rs (C:3960)	crates/backend-executor-nodeModifyTable/src/merge.rs:339	MATCH	yes	two table_slot_create, ri_projectNewInfoValid=true.
fireBSTriggers	nodeModifyTable.rs (C:3980)	crates/backend-executor-nodeModifyTable/src/lifecycle.rs:772	SEAMED	no	trigger.c callees; legit delegation to unported trigger owner.
fireASTriggers	nodeModifyTable.rs (C:4017)	crates/backend-executor-nodeModifyTable/src/lifecycle.rs:818	SEAMED	no	trigger.c callees; legit delegation to unported trigger owner.
ExecSetupTransitionCaptureState	nodeModifyTable.rs (C:4062)	crates/backend-executor-nodeModifyTable/src/lifecycle.rs:502	SEAMED	no	MakeTransitionCaptureState (trigger.c, unported) -> Err; legit.
ExecPrepareTupleRouting	nodeModifyTable.rs (C:4091)	crates/backend-executor-nodeModifyTable/src/lifecycle.rs:528	MATCH	yes	*partRelInfo written, map==NULL fast path.
ExecModifyTable	nodeModifyTable.rs (C:4151)	crates/backend-executor-nodeModifyTable/src/exec.rs:98	MATCH	yes	es_epq_active guard fires as Err.
ExecLookupResultRelByOid	nodeModifyTable.rs (C:4583)	crates/backend-executor-nodeModifyTable/src/lifecycle.rs:620	MATCH	yes	unchanged.
ExecInitModifyTable	nodeModifyTable.rs (C:4632)	crates/backend-executor-nodeModifyTable/src/init.rs:31	MATCH	yes	ON CONFLICT DO UPDATE block ported in-crate (OnConflictSetState build); remaining Err deferrals owner-blocked on unported FDW/aux neighbors.
ExecEndModifyTable	nodeModifyTable.rs (C:5221)	crates/backend-executor-nodeModifyTable/src/lifecycle.rs:687	MATCH	yes	unchanged.
ExecReScanModifyTable	nodeModifyTable.rs (C:5275)	crates/backend-executor-nodeModifyTable/src/lifecycle.rs	MATCH	yes	elog(ERROR,"...not implemented") mirrored.
