function	c2rust_loc	our_loc	verdict	perfect_match(yes|no)	note
table_parallelscan_initialize	tableam.rs:1919	lib.rs:238	MATCH	yes	phs_snapshot_off from AM; MVCC SerializeSnapshot + phs_snapshot_any=false else assert + true.
table_beginscan_parallel	tableam.rs:1944	lib.rs:265	MATCH	yes	flags w/o TEMP_SNAPSHOT; assert RelFileLocatorEquals; !any -> Restore+Register+TEMP_SNAPSHOT else SnapshotAny; scan_begin.
table_index_fetch_tuple_check	tableam.rs:1974	lib.rs:354	MATCH	yes	slot create -> fetch begin -> table_index_fetch_tuple -> fetch end -> drop slot -> return found.
table_tuple_get_latest_tid	tableam.rs:2001	lib.rs:384	MATCH	yes	CheckXidAlive&&!bsysscan guard elog; !tuple_tid_valid ereport ERRCODE_INVALID_PARAMETER_VALUE exact msg; then tuple_get_latest_tid.
simple_table_tuple_insert	tableam.rs:2088	lib.rs:556	MATCH	yes	table_tuple_insert(rel,slot,GetCurrentCommandId(true),0,NULL).
simple_table_tuple_delete	tableam.rs:2101	lib.rs:567	MATCH	yes	table_tuple_delete with GetCurrentCommandId/snapshot/wait; switch arms with exact elog texts.
simple_table_tuple_update	tableam.rs:2252	lib.rs:607	MATCH	yes	As delete with lockmode/update_indexes; lockmode pre-seed unobservable (AM writes it).
table_block_parallelscan_estimate	tableam.rs:2408	lib.rs:651	MATCH	yes	Returns own descriptor size = DSM space estimate; semantically identical role.
table_block_parallelscan_initialize	tableam.rs:2412	lib.rs:656	MATCH	yes	phs_locator/nblocks/syncscan predicate; SpinLockInit + startblock=Invalid + atomic 0; returns size.
table_block_parallelscan_reinitialize	tableam.rs:2432	lib.rs:680	MATCH	yes	pg_atomic_write_u64(phs_nallocated,0) -> store(0).
table_block_parallelscan_startblock_init	tableam.rs:2443	lib.rs:695	MATCH	yes	memset->Default; MaxBlockNumber assert; chunk_size pg_nextpower2_32 Max/Min; retry-loop goto shape via loop/continue; ss_get_location seam.
table_block_parallelscan_nextpage	tableam.rs:2494	lib.rs:773	MATCH	yes	chunk_remaining arm vs ramp-down predicate in wrapping u32; fetch_add; page modulo u64; syncscan report.
table_block_relation_size	tableam.rs:2547	lib.rs:883	MATCH	yes	InvalidForkNumber -> sum 0..MAX_FORKNUM (PG quirk preserved) else single fork; nblocks*BLCKSZ u64; RelationGetSmgr pair.
table_block_relation_estimate_size	tableam.rs:2567	lib.rs:926	MATCH	yes	curpages/relpages coercions; 10-page HACK; density branch / fillfactor+get_rel_data_width seams; rint->round_ties_even; allvisfrac three-way.
