function	c2rust_loc	our_loc	verdict	perfect_match	note
pa_unlock_transaction	applyparallelworker.rs:1586	lib.rs:1527	MATCH	yes	UnlockApplyTransactionForSession(...,XACT=1,...)
pa_decr_and_wait_stream_block	applyparallelworker.rs:1597	lib.rs:1541	MATCH	yes	Assert; pending==0 -> spooled? return : elog; fetch_sub-1==0 -> lock/unlock stream AccessShare
pa_xact_finish	applyparallelworker.rs:1624	lib.rs:1573	MATCH	yes	Assert(am_leader_apply_worker); pa_unlock_stream(AccessExcl); pa_wait_for_xact_finish; store_flush_position; pa_free_worker
am_leader_apply_worker	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline of worker.c predicate; routed through worker/launcher owner seam (PgResult<bool> post-reconcile)
DatumGetInt32	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline Datum macro; subsumed by typed conversion in the port
DatumGetPointer	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline Datum macro; subsumed by typed conversion in the port
PointerGetDatum	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline Datum macro; subsumed by typed conversion in the port
initReadOnlyStringInfo	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline StringInfo helper; subsumed by the StringInfo model in the port
list_length	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline pg_list macro; subsumed by Vec/slice len
list_nth_cell	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline pg_list accessor; subsumed by Vec indexing
MemoryContextSwitchTo	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline; owned-root mctx model, no-op equivalent
pg_atomic_init_u32	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline atomics wrapper; subsumed by Rust atomic types
pg_atomic_init_u32_impl	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline atomics impl; subsumed by Rust atomic types
pg_atomic_read_u32	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline atomics wrapper; subsumed by Rust atomic types
pg_atomic_read_u32_impl	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline atomics impl; subsumed by Rust atomic types
pg_atomic_fetch_sub_u32_impl	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline atomics impl; subsumed by Rust atomic fetch_sub
pg_atomic_sub_fetch_u32	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline atomics wrapper; subsumed by Rust atomic types
pg_atomic_sub_fetch_u32_impl	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline atomics impl; subsumed by Rust atomic types
tas	applyparallelworker.rs	-	MATCH	yes	c2rust-emitted inline test-and-set spinlock primitive; subsumed by Rust Mutex/atomics in the port
