function	c2rust_loc	our_loc	verdict	perfect_match	note
XactLockTableDelete	lmgr.rs:2029	lib.rs:500	MATCH	yes	ExclusiveLock release.
XactLockTableWait	lmgr.rs:2047	lib.rs:514	MATCH	yes	ShareLock acquire+release loop; TransactionIdIsInProgress break; sleep-unless-first; SubTransGetTopmostTransaction; error-context via map_err+add_context; debug-only Assert dropped (ledgered).
ConditionalXactLockTableWait	lmgr.rs:2116	lib.rs:552	MATCH	yes	LockAcquireExtended(...,true); NOT_AVAIL->false; same loop; same Assert dropped.
SpeculativeInsertionLockAcquire	lmgr.rs:2167	lib.rs:585	MATCH	yes	thread_local speculativeInsertionToken; ++ with wrap (0->1); ExclusiveLock.
SpeculativeInsertionLockRelease	lmgr.rs:2192	lib.rs:603	MATCH	yes	current token; ExclusiveLock release.
SpeculativeInsertionWait	lmgr.rs:2210	lib.rs:612	MATCH	yes	ShareLock acquire+release; debug_assert_ne!(token,0).
XactLockTableWaitErrorCb	lmgr.rs:2231	lib.rs:650	MATCH	yes	All 8 XLTW_Oper strings verbatim; None/invalid ctid/invalid rel->None.
WaitForLockersMultiple	lmgr.rs:2288	lib.rs:697	MATCH	yes	empty->return; GetLockConflicts per tag; progress params; per-holder VirtualXactLock(...,true); reset {0,0,0}; holders over PgVec in mcx; proc_number_get_proc_pid NULL-check collapse.
WaitForLockers	lmgr.rs:2391	lib.rs:779	MATCH	yes	single-tag delegation.
LockDatabaseObject	lmgr.rs:2407	lib.rs:796	MATCH	yes	OBJECT tag dbid=MyDatabaseId; unconditional AcceptInvalidationMessages.
ConditionalLockDatabaseObject	lmgr.rs:2431	lib.rs:809	MATCH	yes	Conditional.
UnlockDatabaseObject	lmgr.rs:2476	lib.rs:828	MATCH	yes	Release.
LockSharedObject	lmgr.rs:2499	lib.rs:841	MATCH	yes	dbid=InvalidOid; unconditional inval.
ConditionalLockSharedObject	lmgr.rs:2523	lib.rs:854	MATCH	yes	Conditional.
UnlockSharedObject	lmgr.rs:2568	lib.rs:873	MATCH	yes	Release.
LockSharedObjectForSession	lmgr.rs:2591	lib.rs:885	MATCH	yes	session=true.
UnlockSharedObjectForSession	lmgr.rs:2614	lib.rs:897	MATCH	yes	release session=true.
LockApplyTransactionForSession	lmgr.rs:2637	lib.rs:910	MATCH	yes	APPLY_TRANSACTION tag dbid=MyDatabaseId, session=true.
UnlockApplyTransactionForSession	lmgr.rs:2660	lib.rs:922	MATCH	yes	Release.
DescribeLockTag	lmgr.rs:2683	lib.rs:969	MATCH	yes	All 13 branches + default; strings verbatim; VIRTUALTRANSACTION field1 signed; append_fmt OOM surfaced.
GetLockNameFromTagType	lmgr.rs:2808	lib.rs:88	MATCH	yes	>LOCKTAG_LAST_TYPE->"???"; LockTagTypeNames[12] verbatim.
