function	c2rust_loc	our_loc	verdict	perfect_match	note
agg_retrieve_direct	nodeAgg.rs:5594	sorted_grouping.rs	MATCH	yes	Audit full-MATCH list.
agg_fill_hash_table	nodeAgg.rs:5811	hash_grouping.rs	MATCH	yes	Audit full-MATCH list.
agg_refill_hash_table	nodeAgg.rs:5836	hash_grouping.rs	SEAMED	no	Audit: own logic to execGrouping/execTuples boundary; panics.
agg_retrieve_hash_table	nodeAgg.rs:5978	hash_grouping.rs	MATCH	yes	Audit full-MATCH list.
agg_retrieve_hash_table_in_memory	nodeAgg.rs:5995	hash_grouping.rs	SEAMED	no	Audit: own logic to execGrouping/execTuples boundary; panics.
hashagg_spill_init	nodeAgg.rs:6075	spill.rs:382	MATCH	yes	Audit spot-check 4: full MATCH; shift/mask arithmetic + HLL init.
hashagg_spill_tuple	nodeAgg.rs:6124	spill.rs	SEAMED	no	Audit: own logic to execTuples slot boundary; panics.
hashagg_batch_new	nodeAgg.rs:6191	spill.rs	MATCH	yes	Audit full-MATCH list.
hashagg_batch_read	nodeAgg.rs:6208	spill.rs	MATCH	yes	Audit full-MATCH list.
hashagg_finish_initial_spills	nodeAgg.rs:6344	spill.rs	MATCH	yes	Audit full-MATCH list.
hashagg_spill_finish	nodeAgg.rs:6363	spill.rs	MATCH	yes	Audit full-MATCH list.
hashagg_reset_spill_state	nodeAgg.rs:6405	spill.rs	MATCH	yes	Audit full-MATCH list.
ExecInitAgg	nodeAgg.rs:6428	exec_init_agg.rs	SEAMED	no	Audit: own grouping-set/numPhases/field init present to execUtils EcxtId-pooled ExprContext boundary; panics.
build_pertrans_for_aggref	nodeAgg.rs:7528	exec_init_agg.rs	MATCH	yes	Audit full-MATCH list.
GetAggInitVal	nodeAgg.rs:7777	node_lifecycle.rs:725	SEAMED	no	Own logic to lsyscache getTypeInputInfo / fmgr OidInputFunctionCall boundary; panics.
ExecEndAgg	nodeAgg.rs:7791	node_lifecycle.rs	MATCH	yes	Audit full-MATCH list.
ExecReScanAgg	nodeAgg.rs:7854	node_lifecycle.rs	MATCH	yes	Audit full-MATCH list.
AggCheckCallContext	nodeAgg.rs:8015	aggapi.rs	SEAMED	no	Audit: blocked on fmgr FunctionCallInfoBaseData.context field (trimmed); panics.
AggGetAggref	nodeAgg.rs:8045	aggapi.rs	SEAMED	no	Audit: blocked on fmgr call-frame back-reference; panics.
AggGetTempMemoryContext	nodeAgg.rs:8069	aggapi.rs	SEAMED	no	Audit: blocked on fmgr call-frame back-reference; panics.
AggStateIsShared	nodeAgg.rs:8082	aggapi.rs	SEAMED	no	Audit: blocked on fmgr call-frame back-reference; panics.
AggRegisterCallback	nodeAgg.rs:8107	aggapi.rs	SEAMED	no	Audit: blocked on fmgr call-frame back-reference; panics.
ExecAggEstimate	nodeAgg.rs:8148	aggapi.rs	MATCH	yes	Audit full-MATCH list; offset/nworkers arithmetic present.
ExecAggInitializeDSM	nodeAgg.rs:8173	aggapi.rs	SEAMED	no	Audit: own offset/nworkers arithmetic present to transam-parallel shm_toc boundary; panics.
ExecAggInitializeWorker	nodeAgg.rs:8203	aggapi.rs	SEAMED	no	Audit: own arithmetic present to transam-parallel shm_toc boundary; panics.
ExecAggRetrieveInstrumentation	nodeAgg.rs:8214	aggapi.rs	SEAMED	no	Audit: own arithmetic present to transam-parallel shm_toc boundary; panics.
