30091	21	637	2022-06-18	2020-09-26 10:52:15	2020-09-17 07:26:40	key-041	u-000030091
3835	52	845	2022-07-12	2020-09-15 04:55:30	2020-10-18 07:26:40	key-035	u-000003835
1243	79	701	2022-06-05	2020-09-14 01:33:54	2020-09-23 15:26:40	key-043	u-000001243
50803	72	621	2022-03-17	2020-10-05 08:41:49	2020-10-16 23:26:40	key-003	u-000050803
39064	70	448	2022-01-17	2020-09-30 07:11:08	2020-09-16 04:26:40	key-014	u-000039064
58293	93	51	2022-09-23	2020-10-08 13:21:28	2020-09-25 17:26:40	key-043	u-000058293
1221	57	547	2022-05-14	2020-09-14 01:19:58	2020-09-22 17:26:40	key-021	u-000001221
46519	56	633	2022-06-21	2020-10-03 11:28:37	2020-10-05 03:26:40	key-019	u-000046519
38461	49	227	2022-05-24	2020-09-30 00:49:14	2020-10-02 17:26:40	key-011	u-000038461
11517	71	619	2022-07-29	2020-09-18 11:36:45	2020-10-05 01:26:40	key-017	u-000011517
32262	58	834	2022-05-30	2020-09-27 09:47:13	2020-09-24 10:26:40	key-012	u-000032262
139	42	973	2022-05-27	2020-09-13 13:54:42	2020-09-19 07:26:40	key-039	u-000000139
31356	25	492	2022-12-05	2020-09-27 00:13:25	2020-09-28 08:26:40	key-006	u-000031356
163	66	141	2022-06-20	2020-09-13 14:09:54	2020-09-20 07:26:40	key-013	u-000000163
9534	28	738	2022-02-21	2020-09-17 14:40:51	2020-10-05 18:26:40	key-034	u-000009534
18222	83	554	2022-12-11	2020-09-21 07:59:14	2020-09-22 18:26:40	key-022	u-000018222
4675	19	725	2022-10-30	2020-09-15 13:47:30	2020-10-11 15:26:40	key-025	u-000004675
29413	22	891	2022-08-09	2020-09-26 03:42:51	2020-09-30 17:26:40	key-013	u-000029413
8553	17	871	2022-06-15	2020-09-17 06:43:34	2020-10-06 13:26:40	key-003	u-000008553
293	2	51	2022-10-28	2020-09-13 15:32:14	2020-09-25 17:26:40	key-043	u-000000293
47540	10	780	2022-04-08	2020-10-03 22:15:15	2020-10-06 00:26:40	key-040	u-000047540
52800	32	600	2022-09-05	2020-10-06 03:22:34	2020-10-16 20:26:40	key-000	u-000052800
8569	33	983	2022-07-01	2020-09-17 06:53:42	2020-10-07 05:26:40	key-019	u-000008569
55	55	385	2022-03-04	2020-09-13 13:01:30	2020-09-15 19:26:40	key-005	u-000000055
11289	37	23	2022-12-13	2020-09-18 09:12:21	2020-09-25 13:26:40	key-039	u-000011289
11143	85	1	2022-07-20	2020-09-18 07:39:53	2020-09-19 11:26:40	key-043	u-000011143
41519	3	633	2022-10-09	2020-10-01 09:05:58	2020-10-05 03:26:40	key-019	u-000041519
1901	58	307	2022-03-25	2020-09-14 08:30:38	2020-10-21 01:26:40	key-001	u-000001901
46144	69	8	2022-06-11	2020-10-03 07:31:07	2020-09-19 12:26:40	key-044	u-000046144
7665	2	655	2022-01-08	2020-09-16 21:21:10	2020-10-11 05:26:40	key-015	u-000007665
4335	67	345	2022-11-24	2020-09-15 10:12:10	2020-09-27 11:26:40	key-035	u-000004335
9842	45	894	2022-12-26	2020-09-17 17:55:55	2020-10-18 14:26:40	key-042	u-000009842
43857	13	999	2022-03-06	2020-10-02 07:22:41	2020-10-19 05:26:40	key-007	u-000043857
661	79	627	2022-10-31	2020-09-13 19:25:18	2020-10-11 01:26:40	key-011	u-000000661
19356	53	492	2022-01-19	2020-09-21 19:57:26	2020-09-28 08:26:40	key-006	u-000019356
42074	73	518	2022-04-17	2020-10-01 14:57:28	2020-09-16 14:26:40	key-024	u-000042074
3085	78	595	2022-06-22	2020-09-14 21:00:30	2020-09-17 01:26:40	key-035	u-000003085
291	0	37	2022-10-26	2020-09-13 15:30:58	2020-09-25 15:26:40	key-041	u-000000291
6490	88	430	2022-10-20	2020-09-16 08:57:00	2020-10-03 22:26:40	key-040	u-000006490
9553	47	871	2022-03-12	2020-09-17 14:52:53	2020-10-06 13:26:40	key-003	u-000009553
40946	12	622	2022-03-15	2020-10-01 03:03:04	2020-10-22 22:26:40	key-046	u-000040946
26064	68	448	2022-06-06	2020-09-24 16:21:49	2020-09-16 04:26:40	key-014	u-000026064
55749	71	243	2022-10-04	2020-10-07 10:30:16	2020-10-14 17:26:40	key-049	u-000055749
43052	81	364	2022-12-21	2020-10-02 01:16:52	2020-09-15 16:26:40	key-002	u-000043052
5073	29	511	2022-12-02	2020-09-15 17:59:34	2020-09-16 13:26:40	key-023	u-000005073
9086	65	602	2022-11-30	2020-09-17 09:57:07	2020-09-17 02:26:40	key-036	u-000009086
19437	37	59	2022-04-10	2020-09-21 20:48:44	2020-10-01 17:26:40	key-037	u-000019437
349	58	443	2022-12-23	2020-09-13 16:07:42	2020-09-28 01:26:40	key-049	u-000000349
48364	58	548	2022-07-11	2020-10-04 06:57:07	2020-09-28 16:26:40	key-014	u-000048364
2669	50	683	2022-05-02	2020-09-14 16:37:02	2020-10-11 09:26:40	key-019	u-000002669
8085	34	595	2022-03-04	2020-09-17 01:47:10	2020-09-17 01:26:40	key-035	u-000008085
56426	69	982	2022-08-12	2020-10-07 17:39:02	2020-10-01 06:26:40	key-026	u-000056426
4761	8	327	2022-01-24	2020-09-15 14:41:58	2020-10-15 05:26:40	key-011	u-000004761
71	71	497	2022-03-20	2020-09-13 13:11:38	2020-09-16 11:26:40	key-021	u-000000071
189	92	323	2022-07-16	2020-09-13 14:26:22	2020-09-21 09:26:40	key-039	u-000000189
45360	61	520	2022-04-18	2020-10-02 23:14:35	2020-09-28 12:26:40	key-010	u-000045360
36407	32	849	2022-10-07	2020-09-29 03:08:22	2020-09-30 11:26:40	key-007	u-000036407
14073	8	511	2022-07-30	2020-09-19 14:35:33	2020-09-16 13:26:40	key-023	u-000014073
6147	36	29	2022-11-11	2020-09-16 05:19:46	2020-09-19 15:26:40	key-047	u-000006147
18217	78	519	2022-12-06	2020-09-21 07:56:04	2020-09-22 13:26:40	key-017	u-000018217
29890	14	230	2022-11-29	2020-09-26 08:44:57	2020-10-20 14:26:40	key-040	u-000029890
7819	59	733	2022-06-11	2020-09-16 22:58:42	2020-10-17 15:26:40	key-019	u-000007819
9916	22	412	2022-03-10	2020-09-17 18:42:47	2020-10-21 16:26:40	key-016	u-000009916
27340	83	380	2022-12-04	2020-09-25 05:49:57	2020-09-27 16:26:40	key-040	u-000027340
1883	40	181	2022-03-07	2020-09-14 08:19:14	2020-10-20 07:26:40	key-033	u-000001883
2489	64	423	2022-11-03	2020-09-14 14:43:02	2020-10-03 21:26:40	key-039	u-000002489
2129	92	903	2022-11-08	2020-09-14 10:55:02	2020-09-18 21:26:40	key-029	u-000002129
38688	82	816	2023-01-06	2020-09-30 03:13:00	2020-10-12 04:26:40	key-038	u-000038688
44861	47	27	2022-12-05	2020-10-02 17:58:33	2020-10-19 09:26:40	key-011	u-000044861
27036	70	252	2022-02-03	2020-09-25 02:37:25	2020-09-15 00:26:40	key-036	u-000027036
17895	47	265	2022-01-18	2020-09-21 04:32:08	2020-10-20 19:26:40	key-045	u-000017895
29586	1	102	2022-01-29	2020-09-26 05:32:25	2020-10-07 22:26:40	key-036	u-000029586
46217	45	519	2022-08-23	2020-10-03 08:17:21	2020-09-22 13:26:40	key-017	u-000046217
48636	39	452	2022-04-09	2020-10-04 09:49:23	2020-10-10 00:26:40	key-036	u-000048636
55630	49	410	2022-06-07	2020-10-07 09:14:54	2020-10-09 18:26:40	key-030	u-000055630
34790	64	530	2022-05-03	2020-09-28 10:04:16	2020-10-16 10:26:40	key-040	u-000034790
31282	48	974	2022-09-22	2020-09-26 23:26:33	2020-09-25 06:26:40	key-032	u-000031282
179	82	253	2022-07-06	2020-09-13 14:20:02	2020-09-20 23:26:40	key-029	u-000000179
59216	46	512	2022-04-04	2020-10-08 23:06:02	2020-09-22 12:26:40	key-016	u-000059216
43853	9	971	2022-03-02	2020-10-02 07:20:09	2020-10-19 01:26:40	key-003	u-000043853
437	49	59	2022-03-21	2020-09-13 17:03:26	2020-10-01 17:26:40	key-037	u-000000437
48545	45	815	2022-01-08	2020-10-04 08:51:45	2020-10-06 05:26:40	key-045	u-000048545
5575	46	25	2022-04-18	2020-09-15 23:17:30	2020-10-07 11:26:40	key-025	u-000005575
53668	27	676	2022-01-21	2020-10-06 12:32:18	2020-10-11 08:26:40	key-018	u-000053668
18553	26	871	2022-11-07	2020-09-21 11:28:52	2020-10-06 13:26:40	key-003	u-000018553
1998	58	986	2022-06-30	2020-09-14 09:32:04	2020-10-25 02:26:40	key-048	u-000001998
4667	11	669	2022-10-22	2020-09-15 13:42:26	2020-10-11 07:26:40	key-017	u-000004667
20197	21	379	2022-05-10	2020-09-22 04:50:04	2020-09-21 17:26:40	key-047	u-000020197
1163	96	141	2022-03-17	2020-09-14 00:43:14	2020-09-20 07:26:40	key-013	u-000001163
39065	71	455	2022-01-18	2020-09-30 07:11:46	2020-09-16 05:26:40	key-015	u-000039065
21125	76	875	2022-11-24	2020-09-22 14:37:48	2020-09-18 17:26:40	key-025	u-000021125
34170	26	190	2022-08-21	2020-09-28 05:55:37	2020-09-20 14:26:40	key-020	u-000034170
38462	50	234	2022-05-25	2020-09-30 00:49:52	2020-10-02 18:26:40	key-012	u-000038462
2873	60	111	2022-11-22	2020-09-14 18:46:14	2020-10-19 21:26:40	key-023	u-000002873
23765	0	355	2022-02-17	2020-09-23 18:29:48	2020-10-15 09:26:40	key-015	u-000023765
31051	11	357	2022-02-03	2020-09-26 21:00:15	2020-09-15 15:26:40	key-001	u-000031051
231	37	617	2022-08-27	2020-09-13 14:52:58	2020-09-23 03:26:40	key-031	u-000000231
99	2	693	2022-04-17	2020-09-13 13:29:22	2020-09-17 15:26:40	key-049	u-000000099
54414	94	898	2022-02-06	2020-10-06 20:24:46	2020-09-30 18:26:40	key-014	u-000054414
29729	47	103	2022-06-21	2020-09-26 07:02:59	2020-10-13 21:26:40	key-029	u-000029729
20189	13	323	2022-05-02	2020-09-22 04:45:00	2020-09-21 09:26:40	key-039	u-000020189
19747	56	229	2022-02-14	2020-09-22 00:05:04	2020-10-14 15:26:40	key-047	u-000019747
1202	38	414	2022-04-25	2020-09-14 01:07:56	2020-09-21 22:26:40	key-002	u-000001202
10086	95	602	2022-08-27	2020-09-17 20:30:27	2020-09-17 02:26:40	key-036	u-000010086
32949	66	643	2022-04-17	2020-09-27 17:02:19	2020-10-23 01:26:40	key-049	u-000032949
55523	39	661	2022-02-20	2020-10-07 08:07:08	2020-10-05 07:26:40	key-023	u-000055523
949	76	643	2022-08-15	2020-09-13 22:27:42	2020-10-23 01:26:40	key-049	u-000000949
48482	79	374	2022-11-06	2020-10-04 08:11:51	2020-10-03 14:26:40	key-032	u-000048482
11638	95	466	2022-11-27	2020-09-18 12:53:23	2020-10-10 02:26:40	key-038	u-000011638
13041	43	287	2022-10-01	2020-09-19 03:41:57	2020-09-15 05:26:40	key-041	u-000013041
2443	18	101	2022-09-18	2020-09-14 14:13:54	2020-10-01 23:26:40	key-043	u-000002443
23517	43	619	2022-06-14	2020-09-23 15:52:44	2020-10-05 01:26:40	key-017	u-000023517
44619	96	333	2022-04-07	2020-10-02 15:25:17	2020-10-09 07:26:40	key-019	u-000044619
8075	24	525	2022-02-22	2020-09-17 01:40:50	2020-09-16 15:26:40	key-025	u-000008075
867	91	69	2022-05-25	2020-09-13 21:35:46	2020-10-19 15:26:40	key-017	u-000000867
1009	39	63	2022-10-14	2020-09-13 23:05:42	2020-09-13 21:26:40	key-009	u-000001009
33737	78	159	2022-06-14	2020-09-28 01:21:23	2020-10-14 05:26:40	key-037	u-000033737
29835	56	845	2022-10-05	2020-09-26 08:10:07	2020-10-18 07:26:40	key-035	u-000029835
5949	32	643	2022-04-27	2020-09-16 03:14:22	2020-10-23 01:26:40	key-049	u-000005949
69	69	483	2022-03-18	2020-09-13 13:10:22	2020-09-16 09:26:40	key-019	u-000000069
5965	48	755	2022-05-13	2020-09-16 03:24:30	2020-10-23 17:26:40	key-015	u-000005965
41216	88	512	2022-12-10	2020-10-01 05:54:04	2020-09-22 12:26:40	key-016	u-000041216
35549	47	843	2022-06-01	2020-09-28 18:04:58	2020-10-06 09:26:40	key-049	u-000035549
54502	85	514	2022-05-05	2020-10-06 21:20:30	2020-10-04 10:26:40	key-002	u-000054502
59329	62	303	2022-07-26	2020-10-09 00:17:36	2020-09-27 05:26:40	key-029	u-000059329
57901	89	307	2022-08-27	2020-10-08 09:13:12	2020-10-21 01:26:40	key-001	u-000057901
21517	80	619	2022-12-21	2020-09-22 18:46:04	2020-10-05 01:26:40	key-017	u-000021517
46190	18	330	2022-07-27	2020-10-03 08:00:15	2020-09-21 10:26:40	key-040	u-000046190
44482	56	374	2022-11-21	2020-10-02 13:58:31	2020-10-03 14:26:40	key-032	u-000044482
25128	5	896	2022-11-12	2020-09-24 08:53:02	2020-09-18 20:26:40	key-028	u-000025128
53239	83	673	2022-11-18	2020-10-06 08:00:36	2020-09-23 11:26:40	key-039	u-000053239
9833	36	831	2022-12-17	2020-09-17 17:50:13	2020-10-18 05:26:40	key-033	u-000009833
49300	24	100	2022-02-02	2020-10-04 16:49:55	2020-09-26 00:26:40	key-000	u-000049300
21576	42	32	2022-02-18	2020-09-22 19:23:26	2020-10-07 12:26:40	key-026	u-000021576
9899	5	293	2022-02-21	2020-09-17 18:32:01	2020-10-20 23:26:40	key-049	u-000009899
5685	59	795	2022-08-06	2020-09-16 00:27:10	2020-10-12 01:26:40	key-035	u-000005685
5245	7	715	2022-05-23	2020-09-15 19:48:30	2020-09-23 17:26:40	key-045	u-000005245
417	29	919	2022-03-01	2020-09-13 16:50:46	2020-09-30 21:26:40	key-017	u-000000417
30975	32	825	2022-11-19	2020-09-26 20:12:07	2020-10-24 03:26:40	key-025	u-000030975
10250	65	750	2022-02-07	2020-09-17 22:14:19	2020-09-23 22:26:40	key-000	u-000010250
6546	47	822	2022-12-15	2020-09-16 09:32:28	2020-10-06 06:26:40	key-046	u-000006546
55785	10	495	2022-11-09	2020-10-07 10:53:04	2020-10-16 05:26:40	key-035	u-000055785
21211	65	477	2022-02-18	2020-09-22 15:32:16	2020-09-22 07:26:40	key-011	u-000021211
31726	7	82	2022-12-10	2020-09-27 04:07:45	2020-10-13 18:26:40	key-026	u-000031726
13507	24	549	2022-01-10	2020-09-19 08:37:05	2020-10-04 15:26:40	key-007	u-000013507
15105	70	735	2022-05-28	2020-09-20 01:29:09	2020-09-17 21:26:40	key-005	u-000015105
20013	31	91	2022-11-07	2020-09-22 02:53:32	2020-09-14 01:26:40	key-013	u-000020013
27358	4	506	2022-12-22	2020-09-25 06:01:21	2020-09-28 10:26:40	key-008	u-000027358
5724	1	68	2022-09-14	2020-09-16 00:51:52	2020-10-13 16:26:40	key-024	u-000005724
21694	63	858	2022-06-16	2020-09-22 20:38:10	2020-10-12 10:26:40	key-044	u-000021694
20789	31	523	2022-12-23	2020-09-22 11:05:00	2020-10-16 09:26:40	key-039	u-000020789
35893	3	251	2022-05-11	2020-09-28 21:42:50	2020-10-20 17:26:40	key-043	u-000035893
4061	84	427	2022-02-23	2020-09-15 07:18:38	2020-09-16 01:26:40	key-011	u-000004061
22141	25	987	2022-09-06	2020-09-23 01:21:16	2020-09-19 09:26:40	key-041	u-000022141
30293	29	51	2023-01-06	2020-09-26 13:00:11	2020-09-25 17:26:40	key-043	u-000030293
6593	94	151	2022-01-31	2020-09-16 10:02:14	2020-10-08 05:26:40	key-043	u-000006593
8698	65	886	2022-11-07	2020-09-17 05:51:23	2020-10-12 14:26:40	key-048	u-000008698
59115	42	805	2022-12-24	2020-10-08 22:02:04	2020-09-18 07:26:40	key-015	u-000059115
13683	6	781	2022-07-05	2020-09-19 10:28:33	2020-10-11 23:26:40	key-033	u-000013683
57485	61	395	2022-07-07	2020-10-08 04:49:44	2020-10-03 17:26:40	key-035	u-000057485
47798	74	586	2022-12-22	2020-10-04 00:58:39	2020-10-16 18:26:40	key-048	u-000047798
26043	47	301	2022-05-16	2020-09-24 16:08:31	2020-09-15 07:26:40	key-043	u-000026043
34689	60	823	2022-01-22	2020-09-28 09:00:18	2020-10-12 05:26:40	key-039	u-000034689
47308	69	156	2022-08-19	2020-10-03 19:48:19	2020-09-26 08:26:40	key-008	u-000047308
3961	81	727	2022-11-15	2020-09-15 06:15:18	2020-10-23 13:26:40	key-011	u-000003961
48654	57	578	2022-04-27	2020-10-04 10:00:47	2020-10-10 18:26:40	key-004	u-000048654
49463	90	241	2022-07-15	2020-10-04 18:33:09	2020-10-02 19:26:40	key-013	u-000049463
3033	26	231	2022-05-01	2020-09-14 20:27:34	2020-09-14 21:26:40	key-033	u-000003033
19281	75	967	2022-11-05	2020-09-21 19:09:56	2020-09-25 05:26:40	key-031	u-000019281
51111	89	777	2022-01-19	2020-10-05 11:56:53	2020-09-18 03:26:40	key-011	u-000051111
389	1	723	2022-02-01	2020-09-13 16:33:02	2020-09-29 17:26:40	key-039	u-000000389
1467	12	269	2022-01-15	2020-09-14 03:55:46	2020-10-02 23:26:40	key-017	u-000001467
30145	75	15	2022-08-11	2020-09-26 11:26:27	2020-09-19 13:26:40	key-045	u-000030145
17096	24	672	2022-11-10	2020-09-20 22:30:07	2020-09-17 12:26:40	key-046	u-000017096
24786	51	502	2022-12-05	2020-09-24 05:16:26	2020-10-16 06:26:40	key-036	u-000024786
58336	39	352	2022-11-05	2020-10-08 13:48:42	2020-09-27 12:26:40	key-036	u-000058336
8766	36	362	2022-01-14	2020-09-17 06:34:27	2020-10-15 10:26:40	key-016	u-000008766
11475	29	325	2022-06-17	2020-09-18 11:10:09	2020-10-03 07:26:40	key-025	u-000011475
25873	71	111	2022-11-27	2020-09-24 16:44:52	2020-10-19 21:26:40	key-023	u-000025873
49643	76	501	2022-01-11	2020-10-04 20:27:09	2020-10-10 07:26:40	key-043	u-000049643
18286	50	2	2022-02-13	2020-09-21 08:39:46	2020-09-25 10:26:40	key-036	u-000018286
35469	64	283	2022-03-13	2020-09-28 17:14:18	2020-10-03 01:26:40	key-019	u-000035469
23425	48	975	2022-03-14	2020-09-23 14:54:28	2020-10-01 05:26:40	key-025	u-000023425
10444	65	108	2022-08-20	2020-09-18 00:17:11	2020-10-02 00:26:40	key-044	u-000010444
38706	3	942	2022-01-24	2020-09-30 03:24:24	2020-10-12 22:26:40	key-006	u-000038706
31865	49	55	2022-04-28	2020-09-27 05:35:47	2020-10-19 13:26:40	key-015	u-000031865
35521	19	647	2022-05-04	2020-09-28 17:47:14	2020-10-05 05:26:40	key-021	u-000035521
56574	23	18	2023-01-07	2020-10-07 19:12:46	2020-10-07 10:26:40	key-024	u-000056574
495	10	465	2022-05-18	2020-09-13 17:40:10	2020-10-04 03:26:40	key-045	u-000000495
