17	72562	16562	272562	8.5	4.25	f	f	key-0017	uniq-000000017	s0	2022-01-25	2023-11-14 22:13:37.000051
18	361	28361	700361	9.0	4.5	t	t	key-0018	uniq-000000018	\N	2022-01-26	2023-11-14 22:13:38.000054
19	28157	157	128157	9.5	4.75	f	f	key-0019	uniq-000000019	s2	2022-01-27	2023-11-14 22:13:39.000057
20	55956	11956	555956	10.0	5.0	f	\N	key-0020	uniq-000000020	s3	2022-01-28	2023-11-14 22:13:40.000060
21	83755	\N	983755	10.5	5.25	t	f	key-0021	uniq-000000021	\N	2022-01-29	2023-11-14 22:13:41.000063
22	11551	27551	\N	11.0	5.5	f	t	key-0022	uniq-000000022	s5	2022-01-30	2023-11-14 22:13:42.000066
23	39350	7350	839350	11.5	5.75	f	f	key-0023	uniq-000000023	s6	2022-01-31	2023-11-14 22:13:43.000069
24	67146	11146	267146	12.0	6.0	t	t	key-0024	uniq-000000024	\N	2022-02-01	2023-11-14 22:13:44.000072
25	94945	22945	694945	12.5	6.25	f	\N	key-0025	uniq-000000025	s8	2022-02-02	2023-11-14 22:13:45.000075
26	22741	26741	122741	13.0	\N	f	t	key-0026	uniq-000000026	s9	2022-02-03	2023-11-14 22:13:46.000078
27	50540	6540	550540	13.5	6.75	t	f	key-0027	uniq-000000027	\N	2022-02-04	2023-11-14 22:13:47.000081
28	78339	\N	978339	14.0	7.0	f	t	key-0028	uniq-000000028	s11	2022-02-05	2023-11-14 22:13:48.000084
29	6135	22135	406135	14.5	7.25	f	f	key-0029	uniq-000000029	s12	2022-02-06	2023-11-14 22:13:49.000087
30	33934	1934	833934	15.0	7.5	t	\N	key-0030	uniq-000000030	\N	2022-02-07	2023-11-14 22:13:50.000090
31	61730	5730	261730	15.5	7.75	f	f	key-0031	uniq-000000031	s14	2022-02-08	2023-11-14 22:13:51.000093
32	89529	17529	689529	16.0	8.0	f	t	key-0032	uniq-000000032	s15	2022-02-09	2023-11-14 22:13:52.000096
33	17325	21325	\N	16.5	8.25	t	f	key-0033	uniq-000000033	\N	2022-02-10	2023-11-14 22:13:53.000099
34	45124	1124	545124	17.0	8.5	f	t	key-0034	uniq-000000034	s0	2022-02-11	2023-11-14 22:13:54.000102
35	72923	\N	972923	17.5	8.75	f	\N	key-0035	uniq-000000035	s1	2022-02-12	2023-11-14 22:13:55.000105
36	719	16719	400719	18.0	9.0	t	t	key-0036	uniq-000000036	\N	2022-02-13	2023-11-14 22:13:56.000108
37	28518	28518	828518	18.5	9.25	f	f	key-0037	uniq-000000037	s3	2022-02-14	2023-11-14 22:13:57.000111
38	56314	314	256314	19.0	9.5	f	t	key-0038	uniq-000000038	s4	2022-02-15	2023-11-14 22:13:58.000114
39	84113	12113	684113	19.5	\N	t	f	key-0039	uniq-000000039	\N	2022-02-16	2023-11-14 22:13:59.000117
40	11909	15909	111909	20.0	10.0	f	\N	key-0040	uniq-000000040	s6	2022-02-17	2023-11-14 22:14:00.000120
41	39708	27708	539708	20.5	10.25	f	f	key-0041	uniq-000000041	s7	2022-02-18	2023-11-14 22:14:01.000123
42	67507	\N	967507	21.0	10.5	t	t	key-0042	uniq-000000042	\N	2022-02-19	2023-11-14 22:14:02.000126
43	95303	11303	395303	21.5	10.75	f	f	key-0043	uniq-000000043	s9	2022-02-20	2023-11-14 22:14:03.000129
44	23102	23102	\N	22.0	11.0	f	t	key-0044	uniq-000000044	s10	2022-02-21	2023-11-14 22:14:04.000132
45	50898	26898	250898	22.5	11.25	t	\N	key-0045	uniq-000000045	\N	2022-02-22	2023-11-14 22:14:05.000135
46	78697	6697	678697	23.0	11.5	f	t	key-0046	uniq-000000046	s12	2022-02-23	2023-11-14 22:14:06.000138
47	6493	10493	106493	23.5	11.75	f	f	key-0047	uniq-000000047	s13	2022-02-24	2023-11-14 22:14:07.000141
48	34292	22292	534292	24.0	12.0	t	t	key-0048	uniq-000000048	\N	2022-02-25	2023-11-14 22:14:08.000144
49	62091	\N	962091	24.5	12.25	f	f	key-0049	uniq-000000049	s15	2022-02-26	2023-11-14 22:14:09.000147
50	89887	5887	389887	25.0	12.5	f	\N	key-0050	uniq-000000050	s16	2022-02-27	2023-11-14 22:14:10.000150
51	17686	17686	817686	25.5	12.75	t	f	key-0051	uniq-000000051	\N	2022-02-28	2023-11-14 22:14:11.000153
52	45482	21482	245482	26.0	\N	f	t	key-0052	uniq-000000052	s1	2022-03-01	2023-11-14 22:14:12.000156
53	73281	1281	673281	26.5	13.25	f	f	key-0053	uniq-000000053	s2	2022-03-02	2023-11-14 22:14:13.000159
54	1077	5077	101077	27.0	13.5	t	t	key-0054	uniq-000000054	\N	2022-03-03	2023-11-14 22:14:14.000162
55	28876	16876	\N	27.5	13.75	f	\N	key-0055	uniq-000000055	s4	2022-03-04	2023-11-14 22:14:15.000165
56	56675	\N	956675	28.0	14.0	f	t	key-0056	uniq-000000056	s5	2022-03-05	2023-11-14 22:14:16.000168
57	84471	471	384471	28.5	14.25	t	f	key-0057	uniq-000000057	\N	2022-03-06	2023-11-14 22:14:17.000171
58	12270	12270	812270	29.0	14.5	f	t	key-0058	uniq-000000058	s7	2022-03-07	2023-11-14 22:14:18.000174
59	40066	16066	240066	29.5	14.75	f	f	key-0059	uniq-000000059	s8	2022-03-08	2023-11-14 22:14:19.000177
60	67865	27865	667865	30.0	15.0	t	\N	key-0060	uniq-000000060	\N	2022-03-09	2023-11-14 22:14:20.000180
61	95661	31661	95661	30.5	15.25	f	f	key-0061	uniq-000000061	s10	2022-03-10	2023-11-14 22:14:21.000183
62	23460	11460	523460	31.0	15.5	f	t	key-0062	uniq-000000062	s11	2022-03-11	2023-11-14 22:14:22.000186
63	51259	\N	951259	31.5	15.75	t	f	key-0063	uniq-000000063	\N	2022-03-12	2023-11-14 22:14:23.000189
64	79055	27055	379055	32.0	16.0	f	t	key-0064	uniq-000000064	s13	2022-03-13	2023-11-14 22:14:24.000192
65	6854	6854	806854	32.5	\N	f	\N	key-0065	uniq-000000065	s14	2022-03-14	2023-11-14 22:14:25.000195
66	34650	10650	\N	33.0	16.5	t	t	key-0066	uniq-000000066	\N	2022-03-15	2023-11-14 22:14:26.000198
67	62449	22449	662449	33.5	16.75	f	f	key-0067	uniq-000000067	s16	2022-03-16	2023-11-14 22:14:27.000201
68	90245	26245	90245	34.0	17.0	f	t	key-0068	uniq-000000068	s0	2022-03-17	2023-11-14 22:14:28.000204
69	18044	6044	518044	34.5	17.25	t	f	key-0069	uniq-000000069	\N	2022-03-18	2023-11-14 22:14:29.000207
70	45843	\N	945843	35.0	17.5	f	\N	key-0070	uniq-000000070	s2	2022-03-19	2023-11-14 22:14:30.000210
71	73639	21639	373639	35.5	17.75	f	f	key-0071	uniq-000000071	s3	2022-03-20	2023-11-14 22:14:31.000213
72	1438	1438	801438	36.0	18.0	t	t	key-0072	uniq-000000072	\N	2022-03-21	2023-11-14 22:14:32.000216
73	29234	5234	229234	36.5	18.25	f	f	key-0073	uniq-000000073	s5	2022-03-22	2023-11-14 22:14:33.000219
74	57033	17033	657033	37.0	18.5	f	t	key-0074	uniq-000000074	s6	2022-03-23	2023-11-14 22:14:34.000222
75	84829	20829	84829	37.5	18.75	t	\N	key-0075	uniq-000000075	\N	2022-03-24	2023-11-14 22:14:35.000225
76	12628	628	512628	38.0	19.0	f	t	key-0076	uniq-000000076	s8	2022-03-25	2023-11-14 22:14:36.000228
77	40427	\N	\N	38.5	19.25	f	f	key-0077	uniq-000000077	s9	2022-03-26	2023-11-14 22:14:37.000231
78	68223	16223	368223	39.0	\N	t	t	key-0078	uniq-000000078	\N	2022-03-27	2023-11-14 22:14:38.000234
79	96022	28022	796022	39.5	19.75	f	f	key-0079	uniq-000000079	s11	2022-03-28	2023-11-14 22:14:39.000237
80	23818	31818	223818	40.0	20.0	f	\N	key-0080	uniq-000000080	s12	2022-03-29	2023-11-14 22:14:40.000240
81	51617	11617	651617	40.5	20.25	t	f	key-0081	uniq-000000081	\N	2022-03-30	2023-11-14 22:14:41.000243
82	79413	15413	79413	41.0	20.5	f	t	key-0082	uniq-000000082	s14	2022-03-31	2023-11-14 22:14:42.000246
83	7212	27212	507212	41.5	20.75	f	f	key-0083	uniq-000000083	s15	2022-04-01	2023-11-14 22:14:43.000249
84	35011	\N	935011	42.0	21.0	t	t	key-0084	uniq-000000084	\N	2022-04-02	2023-11-14 22:14:44.000252
85	62807	10807	362807	42.5	21.25	f	\N	key-0085	uniq-000000085	s0	2022-04-03	2023-11-14 22:14:45.000255
86	90606	22606	790606	43.0	21.5	f	t	key-0086	uniq-000000086	s1	2022-04-04	2023-11-14 22:14:46.000258
87	18402	26402	218402	43.5	21.75	t	f	key-0087	uniq-000000087	\N	2022-04-05	2023-11-14 22:14:47.000261
88	46201	6201	\N	44.0	22.0	f	t	key-0088	uniq-000000088	s3	2022-04-06	2023-11-14 22:14:48.000264
89	73997	9997	73997	44.5	22.25	f	f	key-0089	uniq-000000089	s4	2022-04-07	2023-11-14 22:14:49.000267
90	1796	21796	501796	45.0	22.5	t	\N	key-0090	uniq-000000090	\N	2022-04-08	2023-11-14 22:14:50.000270
91	29595	\N	929595	45.5	\N	f	f	key-0091	uniq-000000091	s6	2022-04-09	2023-11-14 22:14:51.000273
92	57391	5391	357391	46.0	23.0	f	t	key-0092	uniq-000000092	s7	2022-04-10	2023-11-14 22:14:52.000276
93	85190	17190	785190	46.5	23.25	t	f	key-0093	uniq-000000093	\N	2022-04-11	2023-11-14 22:14:53.000279
94	12986	20986	212986	47.0	23.5	f	t	key-0094	uniq-000000094	s9	2022-04-12	2023-11-14 22:14:54.000282
95	40785	785	640785	47.5	23.75	f	\N	key-0095	uniq-000000095	s10	2022-04-13	2023-11-14 22:14:55.000285
96	68581	4581	68581	48.0	24.0	t	t	key-0096	uniq-000000096	\N	2022-04-14	2023-11-14 22:14:56.000288
97	96380	16380	496380	48.5	24.25	f	f	key-0097	uniq-000000097	s12	2022-04-15	2023-11-14 22:14:57.000291
98	24179	\N	924179	49.0	24.5	f	t	key-0098	uniq-000000098	s13	2022-04-16	2023-11-14 22:14:58.000294
99	51975	31975	\N	49.5	24.75	t	f	key-0099	uniq-000000099	\N	2022-04-17	2023-11-14 22:14:59.000297
100	79774	11774	779774	50.0	25.0	f	\N	key-0100	uniq-000000100	s15	2022-04-18	2023-11-14 22:15:00.000300
101	7570	15570	207570	50.5	25.25	f	f	key-0000	uniq-000000101	s16	2022-04-19	2023-11-14 22:15:01.000303
102	35369	27369	635369	51.0	25.5	t	t	key-0001	uniq-000000102	\N	2022-04-20	2023-11-14 22:15:02.000306
103	63165	31165	63165	51.5	25.75	f	f	key-0002	uniq-000000103	s1	2022-04-21	2023-11-14 22:15:03.000309
104	90964	10964	490964	52.0	\N	f	t	key-0003	uniq-000000104	s2	2022-04-22	2023-11-14 22:15:04.000312
105	18763	\N	918763	52.5	26.25	t	\N	key-0004	uniq-000000105	\N	2022-04-23	2023-11-14 22:15:05.000315
106	46559	26559	346559	53.0	26.5	f	t	key-0005	uniq-000000106	s4	2022-04-24	2023-11-14 22:15:06.000318
107	74358	6358	774358	53.5	26.75	f	f	key-0006	uniq-000000107	s5	2022-04-25	2023-11-14 22:15:07.000321
108	2154	10154	202154	54.0	27.0	t	t	key-0007	uniq-000000108	\N	2022-04-26	2023-11-14 22:15:08.000324
109	29953	21953	629953	54.5	27.25	f	f	key-0008	uniq-000000109	s7	2022-04-27	2023-11-14 22:15:09.000327
110	57749	25749	\N	55.0	27.5	f	\N	key-0009	uniq-000000110	s8	2022-04-28	2023-11-14 22:15:10.000330
111	85548	5548	485548	55.5	27.75	t	f	key-0010	uniq-000000111	\N	2022-04-29	2023-11-14 22:15:11.000333
112	13347	\N	913347	56.0	28.0	f	t	key-0011	uniq-000000112	s10	2022-04-30	2023-11-14 22:15:12.000336
113	41143	21143	341143	56.5	28.25	f	f	key-0012	uniq-000000113	s11	2022-05-01	2023-11-14 22:15:13.000339
114	68942	942	768942	57.0	28.5	t	t	key-0013	uniq-000000114	\N	2022-05-02	2023-11-14 22:15:14.000342
115	96738	4738	196738	57.5	28.75	f	\N	key-0014	uniq-000000115	s13	2022-05-03	2023-11-14 22:15:15.000345
116	24537	16537	624537	58.0	29.0	f	t	key-0015	uniq-000000116	s14	2022-05-04	2023-11-14 22:15:16.000348
117	52333	20333	52333	58.5	\N	t	f	key-0016	uniq-000000117	\N	2022-05-05	2023-11-14 22:15:17.000351
118	80132	132	480132	59.0	29.5	f	t	key-0017	uniq-000000118	s16	2022-05-06	2023-11-14 22:15:18.000354
119	7931	\N	907931	59.5	29.75	f	f	key-0018	uniq-000000119	s0	2022-05-07	2023-11-14 22:15:19.000357
120	35727	15727	335727	60.0	30.0	t	\N	key-0019	uniq-000000120	\N	2022-05-08	2023-11-14 22:15:20.000360
121	63526	27526	\N	60.5	30.25	f	f	key-0020	uniq-000000121	s2	2022-05-09	2023-11-14 22:15:21.000363
122	91322	31322	191322	61.0	30.5	f	t	key-0021	uniq-000000122	s3	2022-05-10	2023-11-14 22:15:22.000366
123	19121	11121	619121	61.5	30.75	t	f	key-0022	uniq-000000123	\N	2022-05-11	2023-11-14 22:15:23.000369
124	46917	14917	46917	62.0	31.0	f	t	key-0023	uniq-000000124	s5	2022-05-12	2023-11-14 22:15:24.000372
125	74716	26716	474716	62.5	31.25	f	\N	key-0024	uniq-000000125	s6	2022-05-13	2023-11-14 22:15:25.000375
126	2515	\N	902515	63.0	31.5	t	t	key-0025	uniq-000000126	\N	2022-05-14	2023-11-14 22:15:26.000378
127	30311	10311	330311	63.5	31.75	f	f	key-0026	uniq-000000127	s8	2022-05-15	2023-11-14 22:15:27.000381
128	58110	22110	758110	64.0	32.0	f	t	key-0027	uniq-000000128	s9	2022-05-16	2023-11-14 22:15:28.000384
129	85906	25906	185906	64.5	32.25	t	f	key-0028	uniq-000000129	\N	2022-05-17	2023-11-14 22:15:29.000387
130	13705	5705	613705	65.0	\N	f	\N	key-0029	uniq-000000130	s11	2022-05-18	2023-11-14 22:15:30.000390
131	41501	9501	41501	65.5	32.75	f	f	key-0030	uniq-000000131	s12	2022-05-19	2023-11-14 22:15:31.000393
132	69300	21300	\N	66.0	33.0	t	t	key-0031	uniq-000000132	\N	2022-05-20	2023-11-14 22:15:32.000396
133	97099	\N	897099	66.5	33.25	f	f	key-0032	uniq-000000133	s14	2022-05-21	2023-11-14 22:15:33.000399
134	24895	4895	324895	67.0	33.5	f	t	key-0033	uniq-000000134	s15	2022-05-22	2023-11-14 22:15:34.000402
135	52694	16694	752694	67.5	33.75	t	\N	key-0034	uniq-000000135	\N	2022-05-23	2023-11-14 22:15:35.000405
136	80490	20490	180490	68.0	34.0	f	t	key-0035	uniq-000000136	s0	2022-05-24	2023-11-14 22:15:36.000408
137	8289	289	608289	68.5	34.25	f	f	key-0036	uniq-000000137	s1	2022-05-25	2023-11-14 22:15:37.000411
138	36085	4085	36085	69.0	34.5	t	t	key-0037	uniq-000000138	\N	2022-05-26	2023-11-14 22:15:38.000414
139	63884	15884	463884	69.5	34.75	f	f	key-0038	uniq-000000139	s3	2022-05-27	2023-11-14 22:15:39.000417
140	91683	\N	891683	70.0	35.0	f	\N	key-0039	uniq-000000140	s4	2022-05-28	2023-11-14 22:15:40.000420
141	19479	31479	319479	70.5	35.25	t	f	key-0040	uniq-000000141	\N	2022-05-29	2023-11-14 22:15:41.000423
142	47278	11278	747278	71.0	35.5	f	t	key-0041	uniq-000000142	s6	2022-05-30	2023-11-14 22:15:42.000426
143	75074	15074	\N	71.5	\N	f	f	key-0042	uniq-000000143	s7	2022-05-31	2023-11-14 22:15:43.000429
144	2873	26873	602873	72.0	36.0	t	t	key-0043	uniq-000000144	\N	2022-06-01	2023-11-14 22:15:44.000432
145	30669	30669	30669	72.5	36.25	f	\N	key-0044	uniq-000000145	s9	2022-06-02	2023-11-14 22:15:45.000435
146	58468	10468	458468	73.0	36.5	f	t	key-0045	uniq-000000146	s10	2022-06-03	2023-11-14 22:15:46.000438
147	86267	\N	886267	73.5	36.75	t	f	key-0046	uniq-000000147	\N	2022-06-04	2023-11-14 22:15:47.000441
148	14063	26063	314063	74.0	37.0	f	t	key-0047	uniq-000000148	s12	2022-06-05	2023-11-14 22:15:48.000444
149	41862	5862	741862	74.5	37.25	f	f	key-0048	uniq-000000149	s13	2022-06-06	2023-11-14 22:15:49.000447
150	69658	9658	169658	75.0	37.5	t	\N	key-0049	uniq-000000150	\N	2022-06-07	2023-11-14 22:15:50.000450
151	97457	21457	597457	75.5	37.75	f	f	key-0050	uniq-000000151	s15	2022-06-08	2023-11-14 22:15:51.000453
152	25253	25253	25253	76.0	38.0	f	t	key-0051	uniq-000000152	s16	2022-06-09	2023-11-14 22:15:52.000456
153	53052	5052	453052	76.5	38.25	t	f	key-0052	uniq-000000153	\N	2022-06-10	2023-11-14 22:15:53.000459
154	80851	\N	\N	77.0	38.5	f	t	key-0053	uniq-000000154	s1	2022-06-11	2023-11-14 22:15:54.000462
155	8647	20647	308647	77.5	38.75	f	\N	key-0054	uniq-000000155	s2	2022-06-12	2023-11-14 22:15:55.000465
156	36446	446	736446	78.0	\N	t	t	key-0055	uniq-000000156	\N	2022-06-13	2023-11-14 22:15:56.000468
157	64242	4242	164242	78.5	39.25	f	f	key-0056	uniq-000000157	s4	2022-06-14	2023-11-14 22:15:57.000471
158	92041	16041	592041	79.0	39.5	f	t	key-0057	uniq-000000158	s5	2022-06-15	2023-11-14 22:15:58.000474
159	19837	19837	19837	79.5	39.75	t	f	key-0058	uniq-000000159	\N	2022-06-16	2023-11-14 22:15:59.000477
160	47636	31636	447636	80.0	40.0	f	\N	key-0059	uniq-000000160	s7	2022-06-17	2023-11-14 22:16:00.000480
161	75435	\N	875435	80.5	40.25	f	f	key-0060	uniq-000000161	s8	2022-06-18	2023-11-14 22:16:01.000483
162	3231	15231	303231	81.0	40.5	t	t	key-0061	uniq-000000162	\N	2022-06-19	2023-11-14 22:16:02.000486
163	31030	27030	731030	81.5	40.75	f	f	key-0062	uniq-000000163	s10	2022-06-20	2023-11-14 22:16:03.000489
164	58826	30826	158826	82.0	41.0	f	t	key-0063	uniq-000000164	s11	2022-06-21	2023-11-14 22:16:04.000492
165	86625	10625	\N	82.5	41.25	t	\N	key-0064	uniq-000000165	\N	2022-06-22	2023-11-14 22:16:05.000495
166	14421	14421	14421	83.0	41.5	f	t	key-0065	uniq-000000166	s13	2022-06-23	2023-11-14 22:16:06.000498
167	42220	26220	442220	83.5	41.75	f	f	key-0066	uniq-000000167	s14	2022-06-24	2023-11-14 22:16:07.000501
168	70019	\N	870019	84.0	42.0	t	t	key-0067	uniq-000000168	\N	2022-06-25	2023-11-14 22:16:08.000504
169	97815	9815	297815	84.5	\N	f	f	key-0068	uniq-000000169	s16	2022-06-26	2023-11-14 22:16:09.000507
170	25614	21614	725614	85.0	42.5	f	\N	key-0069	uniq-000000170	s0	2022-06-27	2023-11-14 22:16:10.000510
171	53410	25410	153410	85.5	42.75	t	f	key-0070	uniq-000000171	\N	2022-06-28	2023-11-14 22:16:11.000513
172	81209	5209	581209	86.0	43.0	f	t	key-0071	uniq-000000172	s2	2022-06-29	2023-11-14 22:16:12.000516
173	9005	9005	9005	86.5	43.25	f	f	key-0072	uniq-000000173	s3	2022-06-30	2023-11-14 22:16:13.000519
174	36804	20804	436804	87.0	43.5	t	t	key-0073	uniq-000000174	\N	2022-07-01	2023-11-14 22:16:14.000522
175	64603	\N	864603	87.5	43.75	f	\N	key-0074	uniq-000000175	s5	2022-07-02	2023-11-14 22:16:15.000525
176	92399	4399	\N	88.0	44.0	f	t	key-0075	uniq-000000176	s6	2022-07-03	2023-11-14 22:16:16.000528
177	20198	16198	720198	88.5	44.25	t	f	key-0076	uniq-000000177	\N	2022-07-04	2023-11-14 22:16:17.000531
178	47994	19994	147994	89.0	44.5	f	t	key-0077	uniq-000000178	s8	2022-07-05	2023-11-14 22:16:18.000534
179	75793	31793	575793	89.5	44.75	f	f	key-0078	uniq-000000179	s9	2022-07-06	2023-11-14 22:16:19.000537
180	3589	3589	3589	90.0	45.0	t	\N	key-0079	uniq-000000180	\N	2022-07-07	2023-11-14 22:16:20.000540
181	31388	15388	431388	90.5	45.25	f	f	key-0080	uniq-000000181	s11	2022-07-08	2023-11-14 22:16:21.000543
182	59187	\N	859187	91.0	\N	f	t	key-0081	uniq-000000182	s12	2022-07-09	2023-11-14 22:16:22.000546
183	86983	30983	286983	91.5	45.75	t	f	key-0082	uniq-000000183	\N	2022-07-10	2023-11-14 22:16:23.000549
184	14782	10782	714782	92.0	46.0	f	t	key-0083	uniq-000000184	s14	2022-07-11	2023-11-14 22:16:24.000552
185	42578	14578	142578	92.5	46.25	f	\N	key-0084	uniq-000000185	s15	2022-07-12	2023-11-14 22:16:25.000555
186	70377	26377	570377	93.0	46.5	t	t	key-0085	uniq-000000186	\N	2022-07-13	2023-11-14 22:16:26.000558
187	98176	6176	\N	93.5	46.75	f	f	key-0086	uniq-000000187	s0	2022-07-14	2023-11-14 22:16:27.000561
188	25972	9972	425972	94.0	47.0	f	t	key-0087	uniq-000000188	s1	2022-07-15	2023-11-14 22:16:28.000564
189	53771	\N	853771	94.5	47.25	t	f	key-0088	uniq-000000189	\N	2022-07-16	2023-11-14 22:16:29.000567
190	81567	25567	281567	95.0	47.5	f	\N	key-0089	uniq-000000190	s3	2022-07-17	2023-11-14 22:16:30.000570
191	9366	5366	709366	95.5	47.75	f	f	key-0090	uniq-000000191	s4	2022-07-18	2023-11-14 22:16:31.000573
192	37162	9162	137162	96.0	48.0	t	t	key-0091	uniq-000000192	\N	2022-07-19	2023-11-14 22:16:32.000576
193	64961	20961	564961	96.5	48.25	f	f	key-0092	uniq-000000193	s6	2022-07-20	2023-11-14 22:16:33.000579
194	92760	760	992760	97.0	48.5	f	t	key-0093	uniq-000000194	s7	2022-07-21	2023-11-14 22:16:34.000582
195	20556	4556	420556	97.5	\N	t	\N	key-0094	uniq-000000195	\N	2022-07-22	2023-11-14 22:16:35.000585
196	48355	\N	848355	98.0	49.0	f	t	key-0095	uniq-000000196	s9	2022-07-23	2023-11-14 22:16:36.000588
197	76151	20151	276151	98.5	49.25	f	f	key-0096	uniq-000000197	s10	2022-07-24	2023-11-14 22:16:37.000591
198	3950	31950	\N	99.0	49.5	t	t	key-0097	uniq-000000198	\N	2022-07-25	2023-11-14 22:16:38.000594
199	31746	3746	131746	99.5	49.75	f	f	key-0098	uniq-000000199	s12	2022-07-26	2023-11-14 22:16:39.000597
200	59545	15545	559545	100.0	50.0	f	\N	key-0099	uniq-000000200	s13	2022-07-27	2023-11-14 22:16:40.000600
201	87344	27344	987344	100.5	50.25	t	f	key-0100	uniq-000000201	\N	2022-07-28	2023-11-14 22:16:41.000603
202	15140	31140	415140	101.0	50.5	f	t	key-0000	uniq-000000202	s15	2022-07-29	2023-11-14 22:16:42.000606
203	42939	\N	842939	101.5	50.75	f	f	key-0001	uniq-000000203	s16	2022-07-30	2023-11-14 22:16:43.000609
204	70735	14735	270735	102.0	51.0	t	t	key-0002	uniq-000000204	\N	2022-07-31	2023-11-14 22:16:44.000612
205	98534	26534	698534	102.5	51.25	f	\N	key-0003	uniq-000000205	s1	2022-08-01	2023-11-14 22:16:45.000615
206	26330	30330	126330	103.0	51.5	f	t	key-0004	uniq-000000206	s2	2022-08-02	2023-11-14 22:16:46.000618
207	54129	10129	554129	103.5	51.75	t	f	key-0005	uniq-000000207	\N	2022-08-03	2023-11-14 22:16:47.000621
208	81928	21928	981928	104.0	\N	f	t	key-0006	uniq-000000208	s4	2022-08-04	2023-11-14 22:16:48.000624
209	9724	25724	\N	104.5	52.25	f	f	key-0007	uniq-000000209	s5	2022-08-05	2023-11-14 22:16:49.000627
210	37523	\N	837523	105.0	52.5	t	\N	key-0008	uniq-000000210	\N	2022-08-06	2023-11-14 22:16:50.000630
211	65319	9319	265319	105.5	52.75	f	f	key-0009	uniq-000000211	s7	2022-08-07	2023-11-14 22:16:51.000633
212	93118	21118	693118	106.0	53.0	f	t	key-0010	uniq-000000212	s8	2022-08-08	2023-11-14 22:16:52.000636
213	20914	24914	120914	106.5	53.25	t	f	key-0011	uniq-000000213	\N	2022-08-09	2023-11-14 22:16:53.000639
214	48713	4713	548713	107.0	53.5	f	t	key-0012	uniq-000000214	s10	2022-08-10	2023-11-14 22:16:54.000642
215	76512	16512	976512	107.5	53.75	f	\N	key-0013	uniq-000000215	s11	2022-08-11	2023-11-14 22:16:55.000645
216	4308	20308	404308	108.0	54.0	t	t	key-0014	uniq-000000216	\N	2022-08-12	2023-11-14 22:16:56.000648
217	32107	\N	832107	108.5	54.25	f	f	key-0015	uniq-000000217	s13	2022-08-13	2023-11-14 22:16:57.000651
218	59903	3903	259903	109.0	54.5	f	t	key-0016	uniq-000000218	s14	2022-08-14	2023-11-14 22:16:58.000654
219	87702	15702	687702	109.5	54.75	t	f	key-0017	uniq-000000219	\N	2022-08-15	2023-11-14 22:16:59.000657
220	15498	19498	\N	110.0	55.0	f	\N	key-0018	uniq-000000220	s16	2022-08-16	2023-11-14 22:17:00.000660
221	43297	31297	543297	110.5	\N	f	f	key-0019	uniq-000000221	s0	2022-08-17	2023-11-14 22:17:01.000663
222	71096	11096	971096	111.0	55.5	t	t	key-0020	uniq-000000222	\N	2022-08-18	2023-11-14 22:17:02.000666
223	98892	14892	398892	111.5	55.75	f	f	key-0021	uniq-000000223	s2	2022-08-19	2023-11-14 22:17:03.000669
224	26691	\N	826691	112.0	56.0	f	t	key-0022	uniq-000000224	s3	2022-08-20	2023-11-14 22:17:04.000672
